,nums,labels
55,six hundred and fifty; eight hundred and thirty seven,1
56,one hundred and fifty seven; six hundred and ninety two,1
57,eight hundred and fifty two; three hundred and thirty seven,0
58,four hundred and thirty five; eighty nine,0
59,eight hundred and ninety one; six hundred and fifteen,0
60,one hundred and ninety; two hundred and eleven,1
61,one hundred and thirty six; six hundred and seventy seven,1
62,five hundred and ninety eight; nine hundred and forty two,1
63,five hundred and forty one; nine hundred and forty six,1
64,four hundred and sixteen; eight hundred and forty four,1
65,four hundred and seventy; two hundred and sixty two,0
66,six hundred and forty two; three hundred and forty six,0
67,eight hundred and nineteen; five hundred and twenty three,0
68,five hundred and eighty; nine hundred and forty nine,1
69,two hundred and forty seven; five hundred and three,1
70,four hundred and fourteen; two hundred and sixty one,0
71,seven hundred and twelve; six hundred and seventy two,0
72,one hundred and thirty six; one hundred and seventy nine,1
73,one hundred and sixty five; four hundred and ninety one,1
74,one hundred and thirty eight; four hundred and twenty four,1
75,one hundred and forty six; four hundred and ten,1
76,one hundred and ninety; eighty nine,0
77,eight hundred and twenty one; eight hundred and thirty seven,1
78,four hundred and ninety one; one hundred and fifty two,0
79,four hundred and twenty one; two hundred and eighty five,0
80,one hundred and eighty five; five hundred and nine,1
81,five hundred and thirty five; one hundred and forty two,0
82,one hundred and fifty three; eight hundred and twenty two,1
83,nine hundred and fifty eight; seven hundred and twenty six,0
84,nine hundred and ninety; seven hundred and twenty eight,0
85,one hundred and thirty four; seven hundred and seventy two,1
86,three hundred and twenty two; six hundred and eighty five,1
87,eight hundred and twenty; two hundred and thirty one,0
88,three hundred and thirty one; three hundred and sixty three,1
89,three hundred and fifty three; six hundred and twenty four,1
90,one hundred; two hundred and ninety nine,1
91,six hundred and forty four; thirty four,0
92,three hundred and nineteen; three hundred and twenty three,1
93,thirteen; five hundred and seventy one,1
94,six hundred and thirty four; twenty four,0
95,five hundred and ninety seven; six hundred and fourteen,1
96,five hundred and ninety two; six hundred and thirty four,1
97,ninety six; seven hundred and forty one,1
98,nine hundred and fifty six; five hundred and seventy one,0
99,five hundred and fifty six; three hundred and fifty five,0
100,five hundred and sixty six; four hundred and eighty five,0
101,seven hundred and sixty; two hundred and seventy two,0
102,eight hundred and twenty one; seven hundred and ninety two,0
103,five hundred and sixty five; five hundred and ninety seven,1
104,two hundred and eighty two; thirty five,0
105,five hundred and fifty six; eighty three,0
106,seven hundred and sixty one; three hundred and fifty nine,0
107,three hundred and forty seven; one hundred and twenty eight,0
108,six hundred and sixteen; one hundred and seventy eight,0
109,seven hundred and ninety one; eighteen,0
110,one hundred and sixty six; three hundred and twenty two,1
111,six hundred and seventy three; four hundred and twenty six,0
112,four hundred and six; seven hundred and fifty one,1
113,one hundred and ninety four; four hundred and eighty two,1
114,five hundred and five; forty seven,0
115,four hundred and nine; three hundred and six,0
116,five hundred and three; nine hundred and sixty seven,1
117,five hundred and seven; forty two,0
118,one hundred and fifty seven; four hundred and sixty six,1
119,two hundred and eighty seven; one hundred and forty five,0
120,eight hundred and forty; three hundred and thirty six,0
121,nine hundred and twenty six; six hundred and seven,0
122,nine hundred and thirty three; seven hundred and fifty three,0
123,eight; five hundred and fifteen,1
124,seven hundred and twenty; nine hundred and forty eight,1
125,one hundred and thirty nine; one hundred and thirty,0
126,two hundred and sixty one; four hundred and three,1
127,seventy one; two hundred and thirty four,1
128,four hundred and sixty seven; one hundred and twelve,0
129,nine hundred and eighty eight; seven hundred and ninety six,0
130,five hundred and forty; four hundred and eighteen,0
131,three hundred and nine; nine hundred and eighty three,1
132,four hundred and sixty two; two hundred and one,0
133,eight hundred and forty two; six hundred and fifty four,0
134,two hundred and seventeen; thirty seven,0
135,five hundred and eighty eight; four hundred and thirty,0
136,two hundred and thirty; eight hundred and five,1
137,five hundred and ten; one hundred and fifty,0
138,seven hundred and twenty eight; two hundred and eight,0
139,seven hundred and fifty nine; three hundred and ninety six,0
140,eighty four; six hundred and thirty seven,1
141,five hundred and eighty one; fifty four,0
142,five hundred and four; five hundred and thirty nine,1
143,eight hundred and sixty two; nine hundred and fourteen,1
144,five hundred and ninety one; six hundred and fifty two,1
145,seven hundred and fifty two; six hundred and sixty six,0
146,six hundred and thirty three; one hundred and ninety three,0
147,five hundred; nine hundred and sixty,1
148,three hundred and thirty eight; nine hundred and ninety nine,1
149,two hundred and sixteen; four hundred and eighty,1
150,one hundred and thirty nine; eight hundred and sixty two,1
151,twenty six; five hundred and forty,1
152,nine hundred and thirty nine; eight hundred and thirty nine,0
153,two hundred and thirty five; five hundred and thirty seven,1
154,eight hundred and fifty six; four hundred and eighty two,0
155,four hundred and ninety; four hundred and eight,0
156,three hundred and eighty; six hundred and ninety five,1
157,four hundred and fourteen; one hundred and thirty four,0
158,seven hundred and seven; eight hundred and sixty five,1
159,one hundred and seventy; one hundred and eleven,0
160,three hundred and ten; six hundred and thirty five,1
161,six hundred and forty two; six hundred and eleven,0
162,four hundred and twenty one; six,0
163,nine hundred and thirty nine; eight hundred and eleven,0
164,seven hundred and twenty four; two hundred and eighteen,0
165,twenty two; one hundred and ten,1
166,seven hundred and ninety five; eight hundred and sixty four,1
167,one hundred and ninety four; eight hundred and thirty three,1
168,two hundred and thirty five; two hundred and ninety seven,1
169,eight hundred and thirty five; one hundred and forty four,0
170,eight hundred and one; five hundred and twenty,0
171,eight hundred and forty seven; nine hundred and twenty three,1
172,four hundred and thirty two; five hundred and twelve,1
173,four hundred and twenty nine; ninety three,0
174,seven hundred and fifty; six hundred and twenty,0
175,thirty; six hundred and seven,1
176,three hundred and sixty two; one hundred and twenty six,0
177,one hundred and thirty one; eight hundred and ninety seven,1
178,five hundred and thirty five; twenty one,0
179,five hundred and thirty nine; eight hundred and seventy nine,1
180,seven hundred and sixty one; six hundred and eleven,0
181,three hundred and fifty seven; four hundred and forty nine,1
182,four hundred and twenty two; eight hundred and forty,1
183,five hundred and eighty nine; two hundred and seventy six,0
184,seven hundred and four; three hundred and fifty four,0
185,eight hundred and sixty seven; eight hundred and seventy nine,1
186,three hundred and ninety; eight hundred and twenty five,1
187,one hundred and sixty eight; one hundred and eighty four,1
188,six hundred and twenty; one hundred and twenty nine,0
189,five hundred and ninety two; sixty seven,0
190,seven hundred and ninety five; ninety seven,0
191,nine hundred and sixty four; seven hundred and eighty three,0
192,nine hundred and fifty four; seven hundred and six,0
193,eight hundred and twenty two; seven hundred and fifty four,0
194,two hundred and twenty nine; one hundred and forty four,0
195,two hundred and twenty nine; seven hundred and ninety four,1
196,seventy; forty five,0
197,four hundred and twenty; two hundred and thirty five,0
198,two hundred and twenty; four hundred and ninety seven,1
199,five hundred and ninety eight; eight hundred and fifty two,1
200,one hundred and seven; four hundred and seventy two,1
201,three hundred and seventy three; four hundred and seventy four,1
202,one hundred and eighty; four hundred and eighty two,1
203,nine hundred and ninety two; seven hundred and eighty eight,0
204,eight hundred and sixty eight; two hundred and seventeen,0
205,eight hundred and eleven; five hundred and forty two,0
206,two hundred and ninety two; one hundred and seventy,0
207,two hundred and ninety two; three hundred and fifteen,1
208,seven hundred and eighty four; seven hundred and eighty six,1
209,nine hundred and thirty four; seven hundred and ninety five,0
210,four hundred and forty three; five hundred and thirty five,1
211,six hundred and forty six; one hundred and ninety three,0
212,nine hundred and five; six hundred and forty one,0
213,nine hundred and forty nine; seven hundred and fifty six,0
214,one thousand; sixteen,0
215,seven hundred and forty six; six hundred and forty one,0
216,three hundred and ninety eight; nine hundred and seventy one,1
217,two hundred and fifty nine; seven hundred and eighty nine,1
218,nine hundred and ninety three; eight hundred and thirty nine,0
219,two hundred and eighteen; five hundred and thirty two,1
220,two hundred and twelve; three hundred and fifty eight,1
221,three hundred and ninety one; sixty five,0
222,five hundred and ninety six; six hundred and thirty six,1
223,three hundred and forty eight; two hundred and seventy eight,0
224,eight hundred and nine; five hundred and seventy five,0
225,three hundred and thirty six; seven hundred and forty,1
226,one hundred and sixty six; nine hundred and eighty seven,1
227,five hundred and twenty eight; eighty three,0
228,seven hundred and fifty one; three hundred and fifteen,0
229,one hundred and six; six hundred and twenty three,1
230,nine hundred and five; eight hundred and thirty one,0
231,twenty two; one hundred and thirty six,1
232,nine hundred and eighty one; seven,0
233,three hundred and ninety two; three hundred and twenty seven,0
234,six hundred and six; two hundred and fifty two,0
235,seven hundred and twenty eight; seven hundred and forty,1
236,two hundred and ten; three hundred and fifty seven,1
237,six hundred and eighty three; four hundred and sixty,0
238,five hundred and seventy six; two hundred and one,0
239,four hundred and ten; five hundred and twenty,1
240,four hundred and twenty five; eight hundred and forty four,1
241,three hundred and twenty four; sixty seven,0
242,five hundred and fifty eight; two hundred and eighty nine,0
243,one hundred and eighty eight; eight hundred and thirty eight,1
244,seven hundred and seventy; five hundred and forty three,0
245,nine hundred and twenty nine; seven hundred and thirty one,0
246,four hundred and fifty eight; nine hundred and seventy four,1
247,three hundred and seventy six; three hundred and thirty two,0
248,one hundred and sixty one; four hundred and eighty six,1
249,seven hundred and ninety one; six hundred and thirteen,0
250,three hundred and thirty seven; six hundred and fifty seven,1
251,three hundred and nineteen; eight hundred and seventy five,1
252,fourteen; five hundred and fifty three,1
253,four hundred and forty nine; one hundred and eight,0
254,eight hundred and twenty nine; four hundred and sixteen,0
255,fifteen; six hundred and twenty five,1
256,three hundred and seventeen; one hundred and fifty two,0
257,two hundred and seventy nine; eight hundred and fifty seven,1
258,six hundred and eighty nine; six hundred and thirty two,0
259,seven hundred and fifty two; two hundred and one,0
260,fifty two; nine hundred and eleven,1
261,seven hundred and fifty nine; nine hundred and forty,1
262,seven hundred and twenty two; two hundred and thirty five,0
263,six hundred and twelve; seven hundred and sixty five,1
264,seven hundred and forty five; three hundred and fifty eight,0
265,seven hundred and ninety; four hundred and eighty three,0
266,eight hundred and ninety eight; six hundred and ninety seven,0
267,four hundred and two; five hundred and forty,1
268,eighty nine; eight hundred,1
269,four hundred and ninety one; twenty four,0
270,two hundred and ninety; nine hundred and thirty four,1
271,three hundred and forty five; five hundred and ten,1
272,six hundred and ninety five; ninety one,0
273,four hundred and sixty six; four hundred and fifty seven,0
274,fifty; seven hundred,1
275,three hundred and forty; five hundred and forty three,1
276,six hundred and thirteen; one hundred and eighty three,0
277,one hundred and twenty; ninety eight,0
278,eight hundred and ninety eight; seven hundred and thirteen,0
279,one hundred and seventy seven; eight hundred and ninety seven,1
280,six hundred and seventy two; eighty five,0
281,three hundred and twenty five; two hundred and forty nine,0
282,one hundred and twenty seven; seven hundred and thirty nine,1
283,two hundred and fifteen; one hundred and ninety one,0
284,seven hundred and fifty four; eight hundred and eighteen,1
285,four hundred and ninety seven; six hundred and ninety five,1
286,nine hundred and sixty three; three hundred and forty,0
287,three hundred and thirty four; nine hundred and ninety one,1
288,five hundred; eight hundred and fifty three,1
289,two hundred and seventy seven; sixty eight,0
290,two hundred and seventeen; one hundred and four,0
291,seven hundred and thirty; twenty six,0
292,seven hundred and twenty two; seven hundred and twenty nine,1
293,ninety seven; eight hundred and eighty nine,1
294,four hundred; three hundred and twenty five,0
295,seven hundred and thirty nine; eight hundred and thirty,1
296,seven hundred and ninety nine; eight hundred and fifteen,1
297,seven hundred and forty two; five hundred and seventy,0
298,nine hundred and ninety nine; four hundred and six,0
299,six hundred and fifty five; six hundred and fifteen,0
300,two hundred and nineteen; forty two,0
301,five hundred and forty five; four hundred and eighty four,0
302,nine hundred and sixty eight; four hundred and twenty six,0
303,three hundred and nineteen; five hundred and forty one,1
304,sixty six; six hundred and twenty one,1
305,four hundred and fifty six; five hundred and forty six,1
306,thirty five; one hundred and ninety five,1
307,five hundred and ninety seven; six hundred and twenty one,1
308,four hundred and thirty four; three hundred and eight,0
309,one hundred and thirty six; nine,0
310,two hundred and fifty six; five hundred and twenty one,1
311,eight hundred and four; one hundred and forty four,0
312,three hundred and thirty three; nine hundred and seventy two,1
313,two hundred and thirty nine; one hundred and eighty seven,0
314,eight hundred and sixty eight; nine hundred and seventy six,1
315,one hundred and six; four hundred and ninety five,1
316,eight hundred and ten; nine hundred and eighty five,1
317,three hundred and fifty nine; nine hundred and ninety five,1
318,four hundred and twenty eight; six hundred and eighty three,1
319,nine hundred and twenty two; one hundred and thirty six,0
320,two hundred and eight; fifty six,0
321,eight; thirty eight,1
322,nine hundred and four; three hundred and seventy one,0
323,six hundred and ninety three; eight hundred and fifty six,1
324,eight hundred and ninety; five hundred and ninety seven,0
325,five hundred and fifty; five hundred and seventeen,0
326,eight hundred and ninety two; nine hundred and twenty nine,1
327,three hundred and seventy; nine hundred and twenty two,1
328,three hundred and sixty four; nine hundred and ninety five,1
329,three hundred and eighty; sixty four,0
330,five hundred and forty eight; two hundred and nine,0
331,six hundred and six; two hundred and seventy eight,0
332,eight hundred and eighty one; one hundred and seventy four,0
333,nine hundred and thirty four; two hundred and seventy three,0
334,seven hundred and eighty three; seven hundred and forty four,0
335,two hundred and seventy two; seven hundred and eighty four,1
336,three hundred and eighty four; four hundred and eight,1
337,seven hundred and ninety; two hundred and forty one,0
338,six hundred and fifty one; nine hundred and fifty five,1
339,seven hundred and four; eight hundred and four,1
340,seven hundred and eleven; five hundred and four,0
341,five hundred and twelve; five hundred and twenty five,1
342,one hundred and thirty four; one hundred and eighteen,0
343,six hundred and seventy nine; eight hundred and sixty four,1
344,four hundred and twenty two; five hundred and thirty,1
345,nine hundred and sixty one; four hundred and twenty one,0
346,one hundred and ten; seven hundred and fifty,1
347,five hundred and eighty six; five hundred and forty nine,0
348,three hundred and seventy nine; eight hundred and fourteen,1
349,one hundred and forty seven; four hundred and fifty seven,1
350,two hundred and ninety one; one hundred and ninety four,0
351,seven hundred; five hundred and one,0
352,four hundred and ninety two; four hundred and eighty one,0
353,eight hundred and fifty three; one hundred and three,0
354,seven hundred and thirty nine; eight hundred and eighty six,1
355,two hundred; three hundred and eighteen,1
356,seven hundred and forty nine; two hundred and twenty three,0
357,one hundred and fifteen; three hundred and thirty one,1
358,two hundred and eighty eight; one hundred and eighteen,0
359,three hundred and six; four hundred and ninety nine,1
360,sixty six; fifty nine,0
361,eight hundred and twenty nine; sixty one,0
362,two hundred and thirty three; six hundred and sixty nine,1
363,eight hundred and sixty four; one hundred and seven,0
364,ninety seven; nine hundred and five,1
365,thirty seven; eight hundred and forty one,1
366,two hundred and nineteen; one hundred and twenty nine,0
367,nine hundred; eight hundred and eighty nine,0
368,three hundred and fifty nine; ninety eight,0
369,five hundred and eighty two; sixty six,0
370,seven hundred and thirty eight; two hundred and forty two,0
371,five hundred and thirty; five hundred and eight,0
372,three hundred and forty six; seven hundred and twenty nine,1
373,seventy; seven hundred and eighty three,1
374,two hundred and twenty five; two hundred and eighty two,1
375,two hundred and nine; five hundred and twenty three,1
376,one hundred and ninety seven; one hundred and one,0
377,seven hundred and eighty eight; six hundred and forty five,0
378,eight hundred and ninety seven; eight hundred and twenty seven,0
379,fifty nine; one hundred and seventy eight,1
380,nine hundred and seventy four; five hundred and seventy six,0
381,five hundred and fourteen; nine hundred and twenty four,1
382,four hundred and forty six; six hundred and eighty one,1
383,seven hundred and eighty one; nine hundred and twenty six,1
384,three hundred and seventy; four hundred and twenty nine,1
385,one hundred and five; six hundred and eighty three,1
386,two hundred and twenty four; three hundred and thirteen,1
387,seven hundred and thirty nine; eight hundred and eighty seven,1
388,four hundred and seven; one hundred and eighty four,0
389,seven hundred and seventy one; four hundred and thirteen,0
390,two hundred and seventy two; six hundred and nine,1
391,eight hundred and thirty; nine hundred and thirty three,1
392,six hundred and thirty one; three hundred and eighty nine,0
393,six hundred and ninety eight; two hundred and fifty seven,0
394,five hundred and thirty nine; seven hundred and thirty two,1
395,five hundred and forty four; one hundred and sixty,0
396,one hundred and ninety; ninety six,0
397,three hundred and nine; five hundred and sixty four,1
398,one hundred and forty; sixty one,0
399,six hundred and sixty one; two hundred and sixty three,0
400,two hundred and ninety nine; nine hundred and seventy six,1
401,four hundred; nine hundred and seventy nine,1
402,fifty five; nine hundred and ninety two,1
403,forty nine; six hundred and ninety five,1
404,four hundred and eighty eight; three hundred and ninety six,0
405,six hundred and eighty three; six hundred and sixty eight,0
406,nine hundred and sixty three; seven hundred and fifty six,0
407,seven hundred and ninety two; seventy six,0
408,one hundred and seventy four; five hundred and twenty nine,1
409,three hundred and eighty nine; six hundred and fifty one,1
410,three hundred and fifty four; six hundred and eight,1
411,six hundred and twelve; seven hundred and seventy two,1
412,four hundred and fifty three; two hundred and ninety,0
413,eight hundred and eighty three; seven hundred and thirty seven,0
414,nine hundred and seventy; nine hundred and seventeen,0
415,one hundred and forty five; seven hundred and ninety four,1
416,fifty five; five hundred and fifty four,1
417,three hundred and thirty six; seven hundred and eighty one,1
418,four hundred and fifty three; two hundred and nine,0
419,one hundred and seventy five; three,0
420,fifteen; five hundred and twenty,1
421,one hundred and twenty three; five hundred and seventy five,1
422,one hundred and nineteen; one hundred and forty two,1
423,six hundred and seventy nine; six hundred and ninety nine,1
424,one hundred and ninety seven; seven hundred and forty four,1
425,one hundred and eighty one; eight hundred and seventy two,1
426,nine hundred and forty one; thirty one,0
427,four hundred and forty two; sixty three,0
428,five hundred and thirty six; seven hundred and sixty one,1
429,one hundred and seventy one; two hundred and eleven,1
430,five hundred and twenty seven; seven hundred and fourteen,1
431,seven hundred and ninety four; six hundred and eighty five,0
432,nine hundred and seventy seven; nine hundred and forty one,0
433,five hundred and seventy; three hundred and eighty nine,0
434,thirty one; two hundred and eighty,1
435,six hundred and thirty five; five hundred and seventy nine,0
436,one hundred and fifty two; twenty nine,0
437,one hundred and twenty; eight hundred and seventy four,1
438,two hundred and forty; five hundred and fifty seven,1
439,nine hundred and sixty eight; two hundred and twenty six,0
440,three hundred and fifty nine; three hundred and forty three,0
441,nine hundred and thirty nine; four hundred and seventeen,0
442,five hundred and twenty seven; nine hundred and sixty one,1
443,one hundred; two hundred and eighty six,1
444,fifty one; nine hundred and twenty three,1
445,four hundred and forty eight; sixty one,0
446,six hundred and seventy eight; two hundred and fifty two,0
447,eight hundred; two hundred and ninety,0
448,four hundred and seven; one hundred and thirty seven,0
449,two hundred and twelve; one hundred and sixty three,0
450,two hundred and seventy six; eight hundred and ninety one,1
451,eight hundred and three; two hundred and thirty six,0
452,nine hundred and ten; seven hundred and eighty two,0
453,five hundred and seventy one; eight hundred and twenty nine,1
454,three hundred and seventy; four hundred and ninety eight,1
455,one hundred and fifty eight; nine hundred and ninety two,1
456,three hundred and forty six; one hundred and sixty,0
457,one hundred and eighty six; two hundred and forty six,1
458,three hundred and six; one hundred and seventy three,0
459,nine hundred and thirty; six hundred and fifty eight,0
460,three hundred and eighty three; eight hundred and seventy five,1
461,nine hundred; five hundred and seventy three,0
462,sixty eight; one hundred and thirty nine,1
463,six hundred and seventy seven; nine hundred and eighty two,1
464,four hundred and fourteen; six hundred and fifty three,1
465,four hundred and seventy eight; eight hundred and eighty five,1
466,three hundred and sixty two; two hundred and eighty eight,0
467,three hundred and fifty six; six hundred and thirty three,1
468,six hundred and fifty six; seven hundred and thirty nine,1
469,one hundred and thirty eight; two hundred and three,1
470,two hundred and eighty two; six hundred and fifty two,1
471,one hundred and fifty four; two hundred and forty four,1
472,fifty five; seven hundred and forty one,1
473,six hundred and eighty one; two hundred and thirty nine,0
474,ninety seven; six hundred and twenty five,1
475,thirty nine; nine hundred and ninety four,1
476,two hundred and seventy seven; four hundred and thirty five,1
477,five hundred and eighty one; one hundred and fifty,0
478,nine hundred and two; eighty five,0
479,seven hundred and eighteen; eight hundred and sixty eight,1
480,nine hundred and ninety two; five hundred and nineteen,0
481,nine hundred and fourteen; seven hundred and thirty nine,0
482,seven hundred and fifty five; two hundred and seventy four,0
483,three hundred and ninety nine; one hundred and twenty six,0
484,three hundred and sixty four; seventy eight,0
485,four hundred and seventeen; seven hundred and one,1
486,four hundred and thirty six; eight hundred and sixty nine,1
487,eight hundred and forty; eight hundred and nineteen,0
488,sixty eight; sixty seven,0
489,nine hundred and fifty four; five hundred and sixty three,0
490,eight hundred and five; seven hundred,0
491,one hundred and forty one; nine hundred and two,1
492,seven hundred and thirty nine; sixteen,0
493,six hundred and twenty six; one hundred and sixty five,0
494,nine hundred and fifty six; one hundred and seventy seven,0
495,four hundred and seventy six; seven hundred and fifty seven,1
496,five hundred and seven; two hundred and forty,0
497,nine hundred and ninety five; four hundred and fifty,0
498,eighty nine; six hundred and seventy five,1
499,eight hundred and eighty one; seven hundred and eighty one,0
500,forty seven; three hundred and thirty five,1
501,two hundred and sixty four; one hundred and nine,0
502,nine hundred and forty six; four hundred and thirty three,0
503,three hundred and ten; seven hundred and sixty three,1
504,six hundred and sixty five; two hundred and forty nine,0
505,eight hundred and eleven; four hundred and fourteen,0
506,six hundred and forty two; seven hundred and eighty seven,1
507,four hundred and thirty five; seven hundred and thirty one,1
508,one hundred and ninety five; nine hundred and forty nine,1
509,one hundred and twenty three; two hundred and twenty nine,1
510,eight hundred; eighteen,0
511,nine hundred and sixty one; two hundred and fifty seven,0
512,four hundred and forty one; eight hundred and eighty four,1
513,two hundred and nine; thirty seven,0
514,one hundred and one; eight hundred and seventy three,1
515,eight hundred and twenty one; six hundred and fifty four,0
516,five hundred and sixty four; five hundred and thirty six,0
517,five hundred and sixty three; eight hundred and ninety nine,1
518,six hundred and forty eight; one hundred and sixty eight,0
519,seven hundred and ninety five; nine hundred and sixty six,1
520,four hundred and twenty five; eight hundred and forty three,1
521,eighty one; nine hundred and ten,1
522,two hundred and forty one; eight hundred and forty five,1
523,two hundred and fifty eight; four hundred and seventy seven,1
524,two hundred and forty nine; seven hundred and ten,1
525,fifty eight; nine hundred and twenty one,1
526,one hundred and twenty four; eight hundred and sixteen,1
527,four hundred and thirty six; fifty nine,0
528,one hundred and twenty eight; nine hundred and thirty,1
529,five hundred and ninety three; six hundred and fifty nine,1
530,nine hundred and ninety nine; three hundred and ninety seven,0
531,three hundred and six; two hundred and eighty six,0
532,eight hundred and ninety; two hundred and seventy nine,0
533,four hundred and fifty two; nine hundred and eighty,1
534,two hundred and seventy; nineteen,0
535,six hundred and two; two hundred and forty five,0
536,one hundred and six; two hundred and two,1
537,three hundred and thirty three; nine hundred and ninety one,1
538,one hundred and eight; six hundred and sixty eight,1
539,six hundred and forty; nine hundred and sixty five,1
540,eight hundred and seventy; one hundred and eleven,0
541,twenty seven; seven hundred and ninety seven,1
542,one hundred and eighty; nine hundred and ninety five,1
543,three hundred and eighty nine; six hundred and eleven,1
544,five hundred and nine; sixty eight,0
545,eight hundred and sixty three; ninety three,0
546,six hundred and eighty seven; three hundred and ten,0
547,nine hundred and forty eight; eight hundred and twenty eight,0
548,two hundred and fifty four; twenty six,0
549,one hundred and twenty three; six hundred and fifty three,1
550,five hundred and forty four; eight hundred and ninety five,1
551,two hundred and thirty eight; six hundred and one,1
552,nine hundred and ninety eight; three hundred and five,0
553,two hundred and forty; four hundred and fifty nine,1
554,two hundred and twenty one; three hundred and forty nine,1
555,nine hundred and thirty two; five hundred and seventy eight,0
556,eight hundred and forty three; six hundred and seventy nine,0
557,three hundred and fifty eight; seven hundred and seven,1
558,four hundred and seventy eight; one hundred and eighty eight,0
559,two hundred and sixty two; seven hundred and twenty four,1
560,eight hundred and sixty four; seven hundred and ninety eight,0
561,five hundred and thirty seven; seven hundred,1
562,nine hundred and eighty five; five hundred and eighty three,0
563,seven hundred and forty three; four hundred and sixty seven,0
564,three hundred and eighty five; eight hundred and thirty four,1
565,five hundred and sixty; five hundred and sixty nine,1
566,seven hundred and seventy nine; four hundred and twenty three,0
567,nine hundred and fifty five; five hundred and twelve,0
568,four hundred and ninety eight; eight hundred and thirty seven,1
569,five hundred and eighty eight; five hundred and eighty two,0
570,four hundred and thirty five; five hundred and thirty two,1
571,five hundred and sixty four; nine hundred and eighty two,1
572,six hundred and thirty four; eight hundred and four,1
573,seven hundred and forty eight; one hundred and ninety three,0
574,four hundred and forty two; one hundred and twenty six,0
575,five hundred and fifty one; one hundred and sixty,0
576,six hundred and twenty four; seven hundred and twenty five,1
577,three hundred and fifty five; nine hundred and fifty seven,1
578,seven hundred and forty nine; six hundred and sixty four,0
579,one hundred and fifty seven; six hundred and thirteen,1
580,six hundred and fifteen; seven hundred and fifty three,1
581,two hundred and eighty six; seven hundred and twenty one,1
582,one hundred and eighteen; nine hundred and sixty two,1
583,ten; four hundred and seventy six,1
584,four hundred and eighty seven; one hundred and eighty nine,0
585,nine hundred and sixty seven; seven hundred and fifty two,0
586,five hundred and five; eight hundred and fifty five,1
587,nine hundred and sixty three; thirty nine,0
588,nine hundred and thirty eight; one hundred and twenty eight,0
589,two hundred and twenty seven; nine hundred and seven,1
590,nine hundred and seventy six; thirty three,0
591,seven hundred and ninety five; six hundred and sixty,0
592,eighty; eight hundred and forty eight,1
593,two hundred and twenty seven; nine hundred and ninety two,1
594,six hundred and seventy; four hundred and fifty four,0
595,nine hundred; nine hundred and fifteen,1
596,six hundred and seventy nine; six hundred and sixty,0
597,eighty; one hundred and twenty four,1
598,three; one hundred and sixty seven,1
599,six hundred and ninety two; fifty nine,0
600,two hundred and eighty; three hundred and fifty five,1
601,eight hundred and twenty; seven hundred and twenty seven,0
602,six hundred and twenty six; twenty four,0
603,two hundred and ninety six; thirty three,0
