,nums,labels
104,seven hundred and eleven,0
105,one hundred and ninety three,0
106,two hundred and thirty seven,0
107,three hundred and sixteen,0
108,two hundred and five,0
109,seven hundred and eighty nine,0
110,eight hundred and seventy seven,0
111,seven hundred and sixty one,0
112,three hundred and twelve,0
113,six hundred and eighty two,0
114,eight hundred and twenty two,0
115,thirty three,0
116,three hundred and three,0
117,nine hundred and eighteen,0
118,twenty five,0
119,three hundred and sixty nine,0
120,three hundred and eighty one,0
121,nine hundred and ten,0
122,five hundred and seventy four,0
123,four hundred and sixty two,0
124,six hundred and sixteen,0
125,four hundred and seventy seven,0
126,one hundred and eighty four,0
127,three hundred and forty six,0
128,six hundred and thirty nine,0
129,seven hundred and seventy one,0
130,eight hundred and seventy,0
131,nine hundred and thirty five,0
132,seven hundred and ninety one,0
133,six hundred and seventy nine,0
134,nine hundred and forty six,0
135,seven hundred and forty eight,0
136,seven hundred and forty six,0
137,five hundred and nineteen,0
138,one hundred and fifty six,0
139,one hundred and nineteen,0
140,three hundred and forty one,0
141,eight hundred,0
142,two hundred and thirty seven,0
143,seven hundred and eighty nine,0
144,nine hundred and forty eight,0
145,eight hundred and sixty four,0
146,nine hundred and ninety two,0
147,seven hundred and seventy seven,0
148,twelve,0
149,two hundred and eighty six,0
150,nine hundred,0
151,nine hundred and twenty,0
152,nine hundred and ninety nine,0
153,seven hundred and fifty two,0
154,six hundred and thirty,0
155,three hundred and fifty one,0
156,five hundred and eighty four,0
157,four hundred and twenty two,0
158,five hundred and sixty,0
159,one hundred and ninety five,0
160,seven hundred and three,0
161,four hundred and forty five,0
162,one hundred and three,0
163,seventy four,0
164,three hundred and sixty,0
165,seven hundred and nineteen,0
166,eight hundred and fifty one,0
167,eight hundred and ninety six,0
168,one hundred and sixty five,0
169,six hundred and sixty four,0
170,nine hundred and eighty three,0
171,three hundred and fifty,0
172,seventy eight,0
173,eight hundred and sixty one,0
174,six hundred and nineteen,0
175,five hundred and sixty five,0
176,eight hundred and thirty four,0
177,nine hundred and fifty three,0
178,nine hundred and five,0
179,six hundred and eighty one,0
180,one hundred and three,0
181,nine hundred and sixty seven,0
182,two hundred and seventy five,0
183,four hundred and thirty six,0
184,four hundred and sixty six,0
185,one hundred and forty nine,0
186,six hundred and ninety,0
187,eighty four,0
188,eight hundred and sixty one,0
189,two hundred and one,0
190,forty six,0
191,sixteen,0
192,nine hundred and twenty one,0
193,five hundred and ninety five,0
194,one hundred and sixty three,0
195,eight hundred and forty seven,0
196,ninety nine,0
197,five hundred and eighty seven,0
198,six hundred and thirty eight,0
199,eighty eight,0
200,four hundred and seven,0
201,eight hundred and eighty one,0
202,eight hundred and twenty five,0
203,seven hundred and ninety eight,0
204,seven hundred and sixty nine,0
205,two hundred and fifty five,0
206,thirty six,0
207,four hundred and sixty nine,0
208,eight hundred and fourteen,0
209,ten,0
210,thirty four,0
211,one hundred and four,0
212,eight hundred and thirty six,0
213,nine hundred and seven,0
214,forty eight,0
215,sixty seven,0
216,five hundred and seventy four,0
217,fifty,0
218,eight hundred and sixty one,0
219,seven hundred and nineteen,0
220,one hundred and forty one,0
221,eight hundred and twenty two,0
222,nine hundred and eighty six,0
223,four hundred and twenty five,0
224,three hundred and thirty five,0
225,three hundred and thirty seven,0
226,eight hundred and eighty six,0
227,five hundred and thirteen,0
228,five hundred and forty two,0
229,six hundred and ninety one,0
230,five hundred and one,0
231,seven hundred and sixty one,0
232,three hundred and seventy seven,0
233,one hundred and fifty,0
234,three hundred and seven,0
235,two hundred and fifty five,0
236,eight hundred and eighty seven,0
237,one hundred and twenty four,0
238,two hundred and twenty nine,0
239,three hundred and forty one,0
240,three hundred and seventy five,0
241,eight hundred and forty five,0
242,nine hundred and sixty five,0
243,five hundred and twenty four,0
244,seven hundred and eighty six,0
245,seven hundred and six,0
246,seven hundred and thirty three,0
247,eight hundred and sixty,0
248,eighty six,0
249,five hundred and eighty nine,0
250,seven hundred and ninety seven,0
251,four hundred and fifty two,0
252,four hundred and ninety,0
253,eight hundred and eighty two,0
254,twenty,0
255,fifty six,0
256,eight hundred and twelve,0
257,two hundred and two,0
258,one hundred and fifty one,0
259,six hundred and ten,0
260,six hundred and thirty nine,0
261,ten,0
262,one thousand,0
263,three hundred and twenty,0
264,two hundred and ninety one,0
265,two hundred and three,0
266,two hundred and twenty nine,0
267,six hundred and ninety four,0
268,four hundred and thirty one,0
269,eight hundred and seventy seven,0
270,five hundred and fifty eight,0
271,seven hundred and thirty three,0
272,six hundred and twenty seven,0
273,ninety seven,0
274,four hundred and eighty two,0
275,two hundred and forty five,0
276,seven hundred and sixty six,0
277,four hundred and thirty eight,0
278,eight hundred and ninety one,0
279,six hundred and forty four,0
280,two hundred and sixty two,0
281,seven hundred and eleven,0
282,eight hundred and seventy nine,0
283,six hundred and seventy eight,0
284,three hundred and twenty eight,0
285,two hundred and twenty five,0
286,one hundred and thirty,0
287,three hundred and ninety five,0
288,seven hundred and fifty seven,0
289,one hundred and thirty four,0
290,four hundred and thirty nine,0
291,four hundred and sixty three,0
292,eight hundred and eighty four,0
293,eight hundred and twenty one,0
294,three hundred and seventy,0
295,eight hundred and twelve,0
296,sixty nine,0
297,six hundred and seventy three,0
298,eight hundred and eighty,0
299,one hundred and forty two,0
300,eight hundred and one,0
301,four hundred and eighty two,0
302,nine hundred and ninety four,0
303,one hundred and thirty six,0
304,one hundred and twenty three,0
305,twelve,0
306,five hundred and twenty two,0
307,six hundred and forty eight,0
308,three hundred and sixty eight,0
309,two hundred and fifty,0
310,five hundred and ninety one,0
311,nine hundred and forty five,0
312,six hundred and forty seven,0
313,eight hundred and thirty one,0
314,one hundred and twenty two,0
315,two hundred and eighteen,0
316,eighty two,0
317,eight hundred and sixty six,0
318,two hundred and forty three,0
319,eight hundred and thirty five,0
320,two hundred and eighteen,0
321,four hundred and ninety one,0
322,fifty two,0
323,five hundred and twenty nine,0
324,nine hundred and twenty one,0
325,six hundred and eight,0
326,five hundred and sixty eight,0
327,eight hundred and thirty seven,0
328,seven hundred and sixty two,0
329,four hundred and seventy five,0
330,two hundred and sixty three,0
331,one hundred and seventy four,0
332,three hundred and fifty nine,0
333,three hundred and twenty one,0
334,six hundred and fifty seven,0
335,seven hundred and sixty eight,0
336,five hundred and twenty three,0
337,nine hundred and sixty nine,0
338,eight hundred and twenty two,0
339,three hundred and fifty six,0
340,eight hundred and twenty two,0
341,two hundred and forty three,0
342,one hundred and five,0
343,two hundred and seventy four,0
344,one hundred and eleven,0
345,two hundred and twenty five,0
346,five hundred and thirty,0
347,five hundred and twenty three,0
348,two hundred and fifty seven,0
349,seven hundred and fourteen,0
350,nine hundred and fifty two,0
351,ninety five,0
352,five hundred and sixty eight,0
353,eight hundred and twenty eight,0
354,eight hundred and ninety two,0
355,forty seven,0
356,four hundred and twenty nine,0
357,four hundred and seven,0
358,six hundred and ninety three,0
359,nine hundred and ninety three,0
360,nine hundred and forty one,0
361,eight hundred and five,0
362,one hundred and two,0
363,ninety,0
364,two hundred and fifty one,0
365,four hundred and sixty eight,0
366,six hundred and thirty two,0
367,one hundred and forty six,0
368,four hundred and four,0
369,seven hundred and seventy four,0
370,one hundred and fifty three,0
371,five hundred and seven,0
372,four hundred and twenty seven,0
373,two hundred and four,0
374,three hundred and twenty five,0
375,one hundred and thirty three,0
376,eight hundred and eight,0
377,ninety six,0
378,nine hundred and forty two,0
379,one hundred and ninety six,0
380,one hundred and sixty four,0
381,eight hundred and fifty one,0
382,five hundred and twenty one,0
383,one hundred and sixty two,0
384,three hundred and thirty three,0
385,five hundred and seventy six,0
386,two hundred and eleven,0
387,fifty four,0
388,eight hundred and ninety three,0
389,six hundred and forty four,0
390,nine hundred and nine,0
391,four hundred and eighty nine,0
392,two hundred and fourteen,0
393,two hundred and sixty six,0
394,four hundred and seventy eight,0
395,eight hundred and fifteen,0
396,eight hundred and eighty four,0
397,five hundred and eighty seven,0
398,one hundred and thirty five,0
399,two hundred and twenty six,0
400,eight hundred and thirty two,0
401,eight hundred and ninety two,0
402,four hundred and sixty two,0
403,four hundred and sixty four,0
404,eight hundred and seventy three,0
405,five hundred and forty six,0
406,two hundred and sixty four,0
407,seven hundred and twelve,0
408,one hundred and ninety,0
409,three hundred and eleven,0
410,nine hundred and seventy seven,0
411,two hundred and eight,0
412,three hundred and eight,0
413,one hundred and ninety two,0
414,seven hundred and seventy four,0
415,four hundred and sixty six,0
416,seven hundred and ninety one,0
417,five hundred and forty one,0
418,five hundred and seventy six,0
419,six hundred and eighty one,0
420,seven hundred and ninety one,0
421,four hundred and forty four,0
422,one hundred and sixty one,0
423,one hundred and fifty four,0
424,one hundred and seventy six,0
425,five hundred and eighty three,0
426,eight hundred and fifty seven,0
427,three hundred and thirty five,0
428,five hundred and nine,0
429,one hundred and eleven,0
430,four hundred and twenty nine,0
431,one hundred and five,0
432,one hundred and eighty five,0
433,six hundred and thirty five,0
434,nine hundred and nineteen,0
435,thirty three,0
436,two hundred and forty four,0
437,nine hundred and sixty six,0
438,three hundred and eight,0
439,eight hundred and sixty four,0
440,seven hundred and twenty eight,0
441,two hundred and forty seven,0
442,six hundred and twenty eight,0
443,five hundred and ninety,0
444,six hundred and forty two,0
445,four hundred and eighty three,0
446,one hundred and seventy five,0
447,four hundred and seventy one,0
448,one hundred and eighteen,0
449,nine hundred and four,0
450,seven hundred and seventy two,0
451,seven hundred and eighteen,0
452,seven hundred and fifty eight,0
453,eight hundred and fifty two,0
454,nine hundred and eighty seven,0
455,five hundred and fifty,0
456,three hundred and fifteen,0
457,two hundred and seventy one,0
458,seven hundred and forty three,0
459,five hundred and thirty eight,0
460,three hundred and two,0
461,seven hundred and twenty five,0
462,eight hundred and eighty five,0
463,seven hundred and thirty eight,0
464,four hundred and ten,0
465,nine hundred and thirty two,0
466,six hundred and seventy four,0
467,seven hundred and ninety seven,0
468,four hundred and forty six,0
469,four hundred and thirty one,0
470,one hundred and thirty eight,0
471,three hundred and eighty five,0
472,one hundred and fifty two,0
473,nine hundred and twenty three,0
474,five hundred and forty nine,0
475,one hundred and thirteen,0
476,eighty two,0
477,seven hundred and eleven,0
478,seven hundred and thirty six,0
479,seven hundred and fifty one,0
480,five hundred and seventy six,0
481,three hundred and ninety nine,0
482,five hundred and fifty eight,0
483,eight hundred and forty eight,0
484,three hundred and twenty seven,0
485,four hundred and ninety five,0
486,six hundred and forty,0
487,two hundred and seventeen,0
488,one hundred and sixty seven,0
489,five hundred and forty seven,0
490,nine hundred and seventy two,0
491,seven hundred and ninety four,0
492,eight hundred and fifty nine,0
493,nine hundred and ten,0
494,eight hundred and eighty two,0
495,five hundred and seventy nine,0
496,one hundred and eighty eight,0
497,sixty six,0
498,eight hundred and fifty four,0
499,six hundred and forty six,0
500,five hundred and eighty two,0
501,four hundred and thirty four,0
502,seven,0
503,thirty eight,0
504,nine hundred and thirty eight,0
505,three hundred and eighty one,0
506,three hundred and sixty five,0
507,two hundred and fourteen,0
508,two hundred and seven,0
509,three hundred and twenty eight,0
510,nine hundred and fourteen,0
511,one hundred and fourteen,0
512,five hundred and five,0
513,one hundred and ten,0
514,eight hundred and sixty five,0
515,six hundred and eight,0
516,three hundred,0
517,seven hundred and seven,0
518,one hundred and thirty three,0
519,eight hundred and three,0
520,three hundred and eighteen,0
521,six hundred and twenty one,0
522,seven hundred and two,0
523,six hundred and four,0
524,eight hundred and seventy one,0
525,nine hundred and fifty nine,0
526,seven hundred and seventeen,0
527,one hundred and eighty six,0
528,four hundred and thirty six,0
529,one hundred and eight,0
530,six hundred and eighty nine,0
531,fifty one,0
532,two hundred and seventy one,0
533,four hundred and thirty,0
534,seven hundred and thirty seven,0
535,one hundred and thirty three,0
536,nine hundred and seventy seven,0
537,eight hundred and eighty six,0
538,one hundred and eighty six,0
539,seven hundred and twenty,0
540,thirty five,0
541,three hundred and thirty five,0
542,six hundred and twenty eight,0
543,nine,0
544,eight hundred and fifty three,0
545,three hundred and forty nine,0
546,nine hundred and eighty,0
547,eighty nine,0
548,nine hundred and thirty one,0
549,nine hundred and seventy one,0
550,ninety two,0
551,eight hundred and fifty eight,0
552,eight hundred and ninety one,0
553,eight hundred and sixty six,0
554,seven hundred and ninety six,0
555,five hundred and nine,0
556,three hundred and six,0
557,seven hundred and two,0
558,seven hundred and fourteen,0
559,seven hundred and seventy two,0
560,five hundred and seventeen,0
561,seven hundred and eighteen,0
562,four hundred and twenty seven,0
563,eighty one,0
564,two hundred and eighteen,0
565,forty six,0
566,five hundred and seventy five,0
567,fifty,0
568,two hundred and fifty four,0
569,one hundred and thirty three,0
570,thirty three,0
571,one hundred and forty two,0
572,three hundred and twelve,0
573,four hundred and forty six,0
574,eight hundred and sixty three,0
575,three hundred and fourteen,0
576,two hundred and forty nine,0
577,six hundred and eighty four,0
578,six hundred and eight,0
579,two hundred and three,0
580,five hundred and fourteen,0
581,twenty nine,0
582,five hundred and thirty seven,0
583,one hundred and twenty eight,0
584,one hundred and twenty seven,0
585,six hundred and sixty seven,0
586,eight hundred and fourteen,0
587,one hundred and forty nine,0
588,fifty six,0
589,three hundred and sixty seven,0
590,seven hundred and ninety one,0
591,six hundred and sixty two,0
592,three hundred and forty eight,0
593,three hundred and seventy seven,0
594,four hundred and forty four,0
595,nine hundred and twenty eight,0
596,three hundred and forty,0
597,nine hundred and eighty,0
598,six hundred and forty six,0
599,seven hundred and seventy two,0
600,three hundred and seventy four,0
601,one hundred and ninety seven,0
602,nine hundred and eighty seven,0
603,seven hundred and sixty nine,0
604,one hundred,0
605,one hundred and eighty two,0
606,four hundred and eighty three,0
607,five hundred and thirty one,0
608,one hundred and one,0
609,two hundred and eighty one,0
610,seven hundred and thirty four,0
611,six hundred and forty seven,0
612,three hundred and ten,0
613,five,0
614,seven hundred and ninety eight,0
615,seven hundred and forty nine,0
616,five hundred and three,0
617,two hundred and thirty one,0
618,six hundred and seventy six,0
619,nine hundred and forty four,0
620,seventy,0
621,four hundred and sixty eight,0
622,eight hundred and thirty nine,0
623,one hundred and ninety,0
624,seven hundred and eighty nine,0
625,sixty,0
626,five hundred and twenty two,0
627,six hundred and sixty nine,0
628,one hundred and sixty six,0
629,three hundred and eighty five,0
630,two hundred and seventy two,0
631,eight hundred and nineteen,0
632,two hundred,0
633,nine hundred and twenty five,0
634,one hundred and sixteen,0
635,nine hundred and sixty seven,0
636,five hundred and fifty two,0
637,eight hundred and nine,0
638,four hundred and seventy three,0
639,nine hundred and forty six,0
640,nine hundred and forty four,0
641,five hundred and forty four,0
642,two hundred and eighty,0
643,nine hundred and eighty seven,0
644,four hundred and sixty eight,0
645,one hundred and eighty three,0
646,two hundred and thirty,0
647,six hundred and ninety nine,0
648,eight hundred and seventy nine,0
649,nine hundred and thirty five,0
650,two hundred and seventy seven,0
651,six hundred and fifty eight,0
652,eight hundred and thirty five,0
653,nine hundred and ninety six,0
654,two hundred and seventy six,0
655,one hundred and eighty seven,0
656,seven hundred and thirteen,0
657,six hundred and forty two,0
658,two hundred and fifty one,0
659,three hundred and sixty six,0
660,seven hundred and forty two,0
661,five hundred and seventy three,0
662,nine hundred and ninety two,0
663,eight hundred and fifteen,0
664,one hundred and five,0
665,two hundred and fifty five,0
666,twenty two,0
667,five hundred and forty two,0
668,nine hundred and sixty four,0
669,eight hundred and thirteen,0
670,two hundred and eighty three,0
671,five hundred and ninety seven,0
672,seven hundred and eighty four,0
673,one hundred and five,0
674,nine hundred and fifteen,0
675,three hundred and forty two,0
676,three hundred and sixteen,0
677,one hundred and twenty,0
678,six hundred and nineteen,0
679,three hundred and fifty one,0
680,four hundred and sixty four,0
681,nine hundred and ten,0
682,four hundred and fifty nine,0
683,six hundred and ninety three,0
684,two hundred and twenty five,0
685,eight hundred and sixty three,0
686,five hundred and thirty seven,0
687,eight hundred and thirty two,0
688,six hundred and sixty six,0
689,seven hundred and fifty eight,0
690,thirty,0
691,four hundred and fifteen,0
692,four hundred and forty three,0
693,two hundred and twenty four,0
694,eighty two,0
695,seven hundred and fifty,0
696,two hundred and eighty seven,0
697,three hundred and thirty,0
698,three hundred and six,0
699,ninety four,0
700,two hundred and three,0
701,five hundred and eleven,0
702,five hundred and six,0
703,seventeen,0
704,four hundred and thirty,0
705,three hundred and sixty six,0
706,two hundred and twenty three,0
707,seven hundred and eighty five,0
708,seven hundred and one,0
709,three hundred and sixty three,0
710,seven hundred and sixty five,0
711,nine hundred and seventeen,0
712,two hundred and two,0
713,six hundred and sixty six,0
714,six hundred and thirty one,0
715,eight hundred and seventy eight,0
716,six hundred and eight,0
717,five hundred and seventy five,0
718,four hundred and sixteen,0
719,six hundred and twenty,0
720,four hundred and ninety four,0
721,four hundred and forty seven,0
722,seven hundred and twenty seven,0
723,fifty eight,0
724,three hundred and seventy nine,0
725,seven hundred and forty four,0
726,seventy eight,0
727,seven hundred and eighty four,0
728,eight hundred and thirty eight,0
729,four hundred and seventy four,0
730,seven hundred and sixty one,0
731,five hundred and forty nine,0
732,seven hundred and fifty four,0
733,eight hundred and fifteen,0
734,five hundred and eighteen,0
735,four hundred and four,0
736,three hundred and thirty two,0
737,three hundred and seven,0
738,six hundred and forty one,0
739,four hundred and fifty nine,0
740,one hundred and twenty three,0
741,nine hundred and thirty seven,0
742,eight hundred and twelve,0
743,two hundred and sixty four,0
744,eight hundred and thirty five,0
745,eight hundred and thirty eight,0
746,nine hundred and thirty three,0
747,eight hundred and eighty one,0
748,four hundred and twenty nine,0
749,eight hundred and ninety six,0
750,five hundred and thirty four,0
751,five hundred and thirty eight,0
752,one hundred and thirty six,0
753,one hundred and thirty,0
754,four hundred and thirty eight,0
755,two hundred and ninety nine,0
756,one hundred and thirty,0
757,eighteen,0
758,six hundred and seventy seven,0
759,seven hundred and eleven,0
760,seven hundred and twenty one,0
761,eight hundred and eighteen,0
762,two hundred and sixty two,0
763,one hundred and seventy nine,0
764,four hundred and seventy six,0
765,one hundred and ninety,0
766,two hundred and seventy one,0
767,one hundred and one,0
768,four hundred and thirty five,0
769,four hundred and nineteen,0
770,seven hundred and fifty four,0
771,two hundred and sixty seven,0
772,one hundred and one,0
773,sixteen,0
774,five hundred and fifty eight,0
775,four hundred and forty eight,0
776,one hundred,0
777,nine hundred and sixty nine,0
778,six hundred and eighty two,0
779,one hundred and seventy four,0
780,eight hundred and eighty six,0
781,three hundred and eighty seven,0
782,eight hundred and seven,0
783,three hundred and fifty eight,0
784,four hundred and sixty four,0
785,eighteen,0
786,seven hundred and sixty seven,0
787,six hundred and three,0
788,seven hundred and nineteen,0
789,one hundred and sixty five,0
790,seven hundred and forty three,0
791,one hundred and fifty six,0
792,two hundred and seventy eight,0
793,five hundred and ninety four,0
794,eight hundred and sixty one,0
795,seven hundred and eighty,0
796,two hundred and twenty,0
797,three hundred and eighty six,0
798,thirty,0
799,eight hundred and twenty three,0
800,one hundred and thirty six,0
801,one hundred and ninety one,0
802,eighty one,0
803,nine hundred and sixty,0
804,nine hundred and three,0
805,four hundred and forty two,0
806,seven hundred and eighty two,0
807,seven hundred and sixty one,0
808,five hundred and forty four,0
809,six hundred and forty seven,0
810,six hundred and ninety six,0
811,three hundred and fifty five,0
812,nine hundred and thirty,0
813,ninety nine,0
814,one hundred and twenty four,0
815,seven hundred and seventy two,0
816,seven hundred and seventy seven,0
817,eight hundred and eleven,0
818,thirteen,0
819,eight hundred and twenty one,0
820,five hundred and eighteen,0
821,nine hundred and eighty seven,0
822,nine hundred and forty,0
823,one hundred and thirty one,0
824,one hundred and twelve,0
825,two hundred and seventy five,0
826,six hundred and thirty three,0
827,seventeen,0
828,two hundred and ninety six,0
829,seven hundred and fifty nine,0
830,nine hundred and eighty eight,0
831,four hundred and eighty six,0
832,one hundred and forty four,0
833,six hundred and sixty seven,0
834,five hundred and twenty,0
835,one hundred and eighty nine,0
836,two hundred and ninety two,0
837,ninety two,0
838,two hundred and twenty three,0
839,three hundred and seventy eight,0
840,six hundred and sixty nine,0
841,five hundred and fifty one,0
842,ninety six,0
843,two hundred and eighty six,0
844,five hundred and fifty,0
845,eight hundred and fifty seven,0
846,nine hundred and nine,0
847,four hundred and ninety two,0
848,five hundred and sixty nine,0
849,fifty five,0
850,seventeen,0
851,nine hundred and seventy two,0
852,two hundred and sixty two,0
853,seven hundred and fifty,0
854,nine hundred and ninety nine,0
855,four hundred and ten,0
856,eight hundred and sixty,0
857,six hundred and eight,0
858,three hundred and seventy five,0
859,three hundred and two,0
860,nine hundred and eighty eight,0
861,five hundred and thirty four,0
862,three hundred and thirteen,0
863,five hundred and three,0
864,two hundred and fourteen,0
865,nine hundred and twenty one,0
866,two hundred and seventy three,0
867,three hundred and ninety five,0
868,eight hundred and fifty nine,0
869,four hundred and sixty six,0
870,nine hundred and seventy one,0
871,six hundred and thirty nine,0
872,three hundred and eleven,0
873,four hundred and twenty five,0
874,seven hundred and ninety four,0
875,nine hundred and twenty four,0
876,eight hundred and eighty seven,0
877,nine hundred and sixty seven,0
878,six hundred,0
879,two hundred and fifty eight,0
880,seven hundred and ninety seven,0
881,one hundred and seventy,0
882,three hundred and two,0
883,two hundred and eighty two,0
884,eight hundred and thirty three,0
885,two hundred and ten,0
886,five hundred and eighty two,0
887,three hundred and thirty five,0
888,seven hundred and forty eight,0
889,two hundred and forty two,0
890,eight,0
891,eight hundred and seventy four,0
892,five hundred and fifty seven,0
893,three hundred and fifty four,0
894,one hundred and five,0
895,seven hundred and seventy three,0
896,one hundred and twenty five,0
897,two hundred and sixty one,0
898,eight hundred and six,0
899,eight hundred and seventy nine,0
900,five hundred and six,0
901,nine hundred and sixty four,0
902,four hundred and fifty two,0
903,four hundred and forty four,0
904,nine hundred and nine,0
905,sixty four,0
906,six hundred and twenty six,0
907,three hundred and twenty,0
908,sixty eight,0
909,six hundred and seventy six,0
910,four hundred and seven,0
911,seventy eight,0
912,fifty eight,0
913,eight hundred and seventy four,0
914,three hundred and sixty two,0
915,five hundred and fifty eight,0
916,six hundred and fifteen,0
917,four hundred and forty four,0
918,nine hundred and ten,0
919,seven hundred and eighty seven,0
920,seven hundred and twenty nine,0
921,one hundred and fourteen,0
922,six hundred and ninety seven,0
923,three hundred and eleven,0
924,six hundred and seventy seven,0
925,seven hundred and eight,0
926,eight hundred and seventy,0
927,six hundred and sixty eight,0
928,eight hundred and forty six,0
929,five hundred and thirty six,0
930,three hundred and twenty nine,0
931,one hundred and forty six,0
932,five hundred and sixty four,0
933,one hundred and fifteen,0
934,eight hundred and fourteen,0
935,six hundred and eleven,0
936,six hundred and twenty seven,0
937,one hundred and seventy two,0
938,eight hundred and eighty,0
939,three hundred and ninety nine,0
940,seven hundred and eighty two,0
941,six hundred and twenty three,0
942,one hundred and eighty six,0
943,nine hundred and thirty eight,0
944,eight hundred and twenty five,0
945,five,0
946,fifty,0
947,six hundred and ninety,0
948,eight hundred,0
949,one hundred and eight,0
950,four hundred and sixty three,0
951,six hundred and thirty one,0
952,four hundred and sixty three,0
953,seven hundred and twenty six,0
954,five hundred and forty four,0
955,two hundred and sixty one,0
956,two hundred and fifty four,0
957,six hundred and thirty eight,0
958,eight hundred and thirty five,0
959,one hundred and ninety five,0
960,eight hundred and seventy six,0
961,five hundred and forty six,0
962,seven hundred and six,0
963,four hundred and twenty eight,0
964,two hundred and twenty nine,0
965,four hundred and one,0
966,four hundred and ninety five,0
967,seven hundred and seventeen,0
968,five hundred and sixty nine,0
969,four hundred and forty nine,0
970,nine hundred and ninety five,0
971,thirty two,0
972,forty eight,0
973,seven hundred and twenty nine,0
974,seven hundred and eighty four,0
975,eight hundred and sixty eight,0
976,eight hundred and five,0
977,six hundred and ninety nine,0
978,three hundred and sixty eight,0
979,two hundred and eighty eight,0
980,six hundred and fifty three,0
981,three hundred and eighty,0
982,two hundred and eleven,0
983,forty nine,0
984,two hundred and seventy four,0
985,eight hundred and twenty two,0
986,sixty,0
987,two hundred and thirty three,0
988,seven hundred and thirty two,0
989,two hundred and three,0
990,four hundred and seventy one,0
991,five hundred and forty one,0
992,eight hundred and eighty,0
993,four hundred and fifty five,0
994,eight hundred and nineteen,0
995,three hundred and seventy four,0
996,nine hundred and fifty three,0
997,five hundred and forty,0
998,eight hundred and fifty three,0
999,ninety three,0
1000,one hundred and forty,0
1001,eight hundred and twelve,0
1002,nine hundred and seventy one,0
1003,seven hundred and seventy two,0
1004,five hundred and thirty three,0
1005,four hundred and nine,0
1006,eighty,0
1007,seven hundred and fifty,0
1008,three hundred and seventy eight,0
1009,six hundred and twenty one,0
1010,two hundred and eighty one,0
1011,two hundred and thirty eight,0
1012,four hundred and eighteen,0
1013,three hundred and sixty five,0
1014,nine hundred and eighty seven,0
1015,nine hundred and four,0
1016,seven hundred and twenty one,0
1017,nine hundred and ninety six,0
1018,five hundred and forty one,0
1019,nine hundred and eleven,0
1020,nine hundred and forty,0
1021,three hundred and thirty seven,0
1022,seven hundred and seventy nine,0
1023,six hundred and fifty seven,0
1024,four hundred and fifty one,0
1025,two hundred and seventy eight,0
1026,eight hundred and eighty one,0
