,nums,labels
182,huit cent trente trois; sept cent vingt trois,0
183,neuf cent six; six cent quatre vingt dix neuf,0
184,neuf cent trente sept; sept cent quatre vingt seize,0
185,soixante seize; cent vingt huit,1
186,cent trente deux; quatre cent douze,1
187,neuf cent soixante deux; huit cent soixante six,0
188,sept cent quarante neuf; deux cent soixante douze,0
189,neuf cent douze; cent quatre vingt huit,0
190,cinq cent quarante cinq; deux cent soixante cinq,0
191,six cent soixante quatorze; huit cent trente quatre,1
192,quatre cent neuf; deux cent treize,0
193,trois cent trente six; six cent vingt trois,1
194,six cent dix huit; cinq cent dix sept,0
195,six cent onze; neuf cent quarante neuf,1
196,sept cent soixante sept; quatre cent cinquante neuf,0
197,neuf cent onze; sept cent quatre vingt quatre,0
198,quatre cent quarante sept; neuf cent soixante dix,1
199,trois cent quatre vingt un; cinq cent soixante dix,1
200,six cent dix huit; cinq cent cinquante huit,0
201,cent trois; trois cent quarante six,1
202,six cent vingt trois; huit cent trois,1
203,huit cent cinquante neuf; cinquante trois,0
204,cent soixante deux; huit cent quatre vingt trois,1
205,six cent cinquante quatre; quatre cent trente huit,0
206,trente huit; cinq cent quatre vingt six,1
207,cent cinquante cinq; huit cent soixante neuf,1
208,deux cent quatre; deux cent dix,1
209,cinq cent quarante quatre; quatre cent vingt sept,0
210,cent soixante quinze; sept cent trente cinq,1
211,sept cent trente et un; sept cent vingt quatre,0
212,deux cent soixante quatre; neuf cent quatre vingt cinq,1
213,sept cent soixante et un; deux cent quatre vingt quatorze,0
214,neuf cent cinquante neuf; deux cent dix,0
215,six cent soixante quatre; deux cent quatre vingt dix neuf,0
216,quatre cent soixante trois; sept cent soixante quatorze,1
217,huit cent seize; deux cent quarante sept,0
218,cinq cent soixante quatorze; quatre cent trente quatre,0
219,neuf cent quarante et un; cent vingt et un,0
220,quatre cent cinquante neuf; cent dix neuf,0
221,sept cent vingt sept; quatre cent vingt sept,0
222,huit cent soixante douze; cent quatre vingt quatorze,0
223,cent cinquante six; quatre cent quatre vingt dix neuf,1
224,deux cent vingt six; trois cent trente quatre,1
225,trois cent vingt deux; deux cent deux,0
226,deux cent trente huit; huit cent cinquante sept,1
227,six cent cinquante huit; cinq cent quinze,0
228,deux cent quatre vingt deux; sept cent vingt cinq,1
229,trois cent soixante quatre; trois cent sept,0
230,sept cent vingt huit; six cent quatre vingt un,0
231,deux cent vingt cinq; quatre cent soixante quinze,1
232,trois cent trente trois; trente trois,0
233,cinq cent soixante dix neuf; quarante huit,0
234,six cent cinquante deux; deux cent deux,0
235,six cent quatre vingt neuf; sept cent quarante,1
236,neuf cent trente cinq; cinq cent trente huit,0
237,six cent cinquante cinq; dix,0
238,sept cent quarante sept; huit,0
239,deux cent dix sept; sept cent trente deux,1
240,trois cent quarante huit; trois cent cinq,0
241,neuf cent cinquante trois; neuf cent quarante six,0
242,cinq cent soixante quatre; cinq cent vingt et un,0
243,deux cent trente trois; huit cent quatre vingt neuf,1
244,trois cent quatre vingt seize; cent trente six,0
245,quatre cent cinquante quatre; sept cent soixante sept,1
246,huit cent quatre vingt quinze; neuf cent vingt neuf,1
247,six cent trente deux; neuf cent vingt cinq,1
248,cent dix; cent trente deux,1
249,cinq cent soixante treize; cent soixante dix neuf,0
250,huit cent dix; six cent soixante et un,0
251,trente cinq; quatre cent trente neuf,1
252,cinq cent treize; quatre cent soixante douze,0
253,cent soixante seize; cinq cent cinquante et un,1
254,six cent vingt huit; deux cent quatre vingt quatorze,0
255,quatre cent quarante; huit cent quatre vingt un,1
256,sept cent soixante quatre; sept cent soixante douze,1
257,trois cent quarante huit; cent soixante seize,0
258,deux cent trois; quatre cent dix huit,1
259,soixante deux; huit cent quatre vingt dix neuf,1
260,sept cent cinquante quatre; trois cent trente neuf,0
261,huit cent trente et un; cinq cent vingt et un,0
262,quarante quatre; huit cent soixante treize,1
263,cent cinquante six; cinquante et un,0
264,deux cent vingt neuf; trois cent quarante deux,1
265,cinq cent cinquante et un; neuf cent soixante neuf,1
266,sept cent vingt neuf; trois cent neuf,0
267,sept cent quatre; vingt,0
268,vingt cinq; vingt deux,0
269,cent quatre vingt dix neuf; deux cent trente trois,1
270,neuf cent vingt huit; quatre cent vingt,0
271,deux cent cinquante deux; quatre cent vingt huit,1
272,quatre cent quatre vingt sept; sept cent dix huit,1
273,six cent quatre vingt quinze; dix,0
274,trois cent trente trois; sept cent dix,1
275,sept cent treize; deux cent trente,0
276,cinq cent vingt six; quatre cent deux,0
277,huit cent quatre vingt dix sept; huit cent neuf,0
278,six cent quatre vingt un; sept cent soixante dix sept,1
279,huit cent quarante six; vingt cinq,0
280,cinq cent quarante huit; trois cent cinquante et un,0
281,trois cent vingt deux; sept cent trente six,1
282,quatre cent quatre vingt quinze; cent quatre vingt dix,0
283,cinq cent quatre vingt dix; trente cinq,0
284,trente deux; cinquante trois,1
285,deux cent soixante six; trois cent trente neuf,1
286,cinq cent trois; trois cent cinquante et un,0
287,trois cent dix neuf; trois cent quarante sept,1
288,vingt six; six cent vingt deux,1
289,deux cent cinquante six; six cent trente deux,1
290,six cent soixante treize; quatre cent soixante huit,0
291,six cent trente neuf; huit cent soixante dix huit,1
292,trois cent cinquante huit; six cent vingt trois,1
293,quatre cent quatre vingt neuf; deux cent trente,0
294,cinq cent dix neuf; neuf cent cinquante quatre,1
295,cent huit; deux cent quatre vingt un,1
296,vingt et un; huit cent trente quatre,1
297,quatre cent soixante dix huit; seize,0
298,trois cent quatre vingt cinq; huit cent quatre vingt sept,1
299,sept cent trente neuf; soixante dix huit,0
300,cinq cent cinquante neuf; quatre cent trente,0
301,cent trente deux; six cent quatre vingt dix,1
302,trente; quatre cent treize,1
303,cinq cent quatre vingt dix; neuf cent soixante quatre,1
304,neuf cent quinze; quatre cent vingt neuf,0
305,cent quatre vingt seize; sept cent soixante quatorze,1
306,deux cent huit; neuf cent quatre vingt douze,1
307,six cent quatre vingt dix; trois cent soixante douze,0
308,quatre vingt six; six cent quarante six,1
309,sept cent soixante sept; neuf cent vingt,1
310,six cent seize; cent trente et un,0
311,cent quatre vingt quatorze; six cent soixante huit,1
312,deux cent trente cinq; sept cent huit,1
313,neuf cent vingt six; huit cent soixante quatorze,0
314,trois cent quatre vingt quatorze; soixante quatre,0
315,six cent soixante neuf; deux cent quatre vingt dix huit,0
316,quatre cent trente et un; deux cent quatre vingt trois,0
317,six cent trente et un; deux cent cinquante sept,0
318,cinq cent vingt sept; cinq cent cinquante quatre,1
319,cinq cent cinquante huit; huit cent trente sept,1
320,sept cent quatre vingt six; deux cent cinquante et un,0
321,cinq cent soixante sept; sept cent soixante quatorze,1
322,huit cent quatre; trente et un,0
323,trois cent quatre vingt deux; cinq cent huit,1
324,cent soixante cinq; sept cent vingt huit,1
325,dix sept; cent soixante douze,1
326,huit cent soixante huit; deux cent soixante quatre,0
327,deux cent soixante cinq; neuf cent soixante sept,1
328,sept cent cinquante huit; soixante six,0
329,quatre cents; neuf cent vingt huit,1
330,trois cent quatre vingt quinze; quatre vingt dix huit,0
331,cinq cent soixante seize; neuf cent vingt trois,1
332,neuf cent soixante et onze; six cent quatre vingt quinze,0
333,sept cent soixante six; deux cent quatre,0
334,cinq cent cinquante huit; trois cent quarante quatre,0
335,sept cent quarante huit; cent quatre vingt six,0
336,cent cinquante et un; trois cent vingt six,1
337,cent vingt sept; quatre cent vingt sept,1
338,sept cent quarante trois; neuf cent quatre vingt quatre,1
339,neuf cent cinquante trois; neuf cent cinquante six,1
340,cinq cent vingt sept; cinq cent cinquante six,1
341,cent soixante trois; quatre cent quatre vingt quinze,1
342,huit cent six; deux cent cinquante quatre,0
343,sept cent quatre vingt sept; six cent vingt et un,0
344,quatre cent quatorze; sept cent quatre vingt douze,1
345,quarante cinq; cinq cent cinquante quatre,1
346,quatre vingt dix neuf; cinq cent trente cinq,1
347,deux cent vingt deux; quatre cent soixante dix,1
348,huit cent dix; huit cent cinquante trois,1
349,trois cent trente deux; cent vingt trois,0
350,sept cent trente quatre; six cent trente deux,0
351,sept cent soixante quinze; sept cent un,0
352,deux cent soixante douze; deux cent sept,0
353,six cent dix huit; huit cent vingt huit,1
354,huit cent quinze; quatre cent dix,0
355,neuf cent trente sept; huit cent soixante dix neuf,0
356,cent seize; trois cent treize,1
357,cinquante et un; quatre cent cinquante,1
358,huit cent soixante cinq; quatre vingt dix,0
359,sept cent quatre vingt sept; cinq cent cinquante cinq,0
360,cent trente deux; dix neuf,0
361,sept cent dix; quatre cent quatre vingt quatorze,0
362,six cent quarante six; neuf cent soixante et un,1
363,quatre cent quatre vingt cinq; cent vingt sept,0
364,quatre vingt quatorze; six cent cinquante huit,1
365,cent trente cinq; cinq cent soixante trois,1
366,deux cent soixante et onze; trois cent soixante,1
367,cent soixante douze; quatre cent trente six,1
368,neuf cent neuf; huit cent soixante six,0
369,deux cent quatre vingt dix neuf; quatre cent cinquante deux,1
370,quatre cent cinquante quatre; huit cent trois,1
371,deux cent dix neuf; cinq cent soixante dix,1
372,cent soixante quatre; huit cent dix neuf,1
373,trois cent vingt quatre; quatre cent quarante trois,1
374,cent; quatre cent quarante deux,1
375,six cent vingt sept; six cent soixante dix huit,1
376,sept cent six; huit cent soixante dix sept,1
377,quatre cent un; sept cent quatre vingt dix neuf,1
378,cinq cent quarante deux; six cent quatre vingt deux,1
379,sept cent cinquante cinq; trois cent quatre vingt treize,0
380,neuf cent onze; deux cent douze,0
381,quatre cent quatre vingt dix sept; neuf cent vingt,1
382,huit cent quarante six; huit cent quinze,0
383,trois cent dix neuf; cinq cent dix huit,1
384,trois cent cinquante deux; huit cent trente,1
385,deux cent trente neuf; deux cent quarante cinq,1
386,huit cent huit; quarante huit,0
387,trois cent soixante quatorze; neuf cent quatre vingt douze,1
388,sept cent sept; huit cent quarante six,1
389,sept cent un; neuf cent cinq,1
390,neuf cent quatre vingt deux; deux cent vingt deux,0
391,six cent trente sept; deux cent quatre vingt quatorze,0
392,quatre vingt dix; six cent soixante sept,1
393,deux cent quatre vingt dix; six cent soixante dix neuf,1
394,six cent soixante cinq; trois cent quinze,0
395,neuf cent soixante seize; neuf cent quatre vingt deux,1
396,trois cent sept; sept cent cinquante cinq,1
397,cent deux; six cent vingt trois,1
398,cent quatre vingt dix neuf; quatre cent quatre vingt six,1
399,cent quatre vingt quinze; neuf cent trente trois,1
400,cinq cent soixante huit; cent vingt trois,0
401,deux cent quatre; huit cent quatre vingt deux,1
402,sept cent quatre vingt deux; six cent dix huit,0
403,deux cent quatre vingt dix; huit cent dix sept,1
404,quatre cent trente; cinq,0
405,cinq cent quarante neuf; trois cent vingt,0
406,six cent quatre vingt trois; quarante trois,0
407,huit cent trente neuf; sept cent soixante dix sept,0
408,quatre vingt onze; six cent dix sept,1
409,quatre cent vingt quatre; trente neuf,0
410,trois cent soixante seize; neuf cent trois,1
411,trois cent soixante; quatre cent trente cinq,1
412,quatre cent quarante; cinq cent quinze,1
413,cinq cent vingt six; vingt cinq,0
414,cinq cent soixante seize; neuf cent seize,1
415,huit cent vingt cinq; sept cent trente deux,0
416,six cent soixante deux; cent soixante et un,0
417,six cent soixante dix sept; neuf cent soixante,1
418,cent quatre vingt seize; six cent vingt six,1
419,quatre cent douze; six cent quatre vingt neuf,1
420,cent quarante et un; cinquante trois,0
421,deux cent soixante cinq; deux cent dix sept,0
422,sept cent vingt six; deux cent soixante trois,0
423,quatre cent quarante six; soixante,0
424,deux cent deux; quatre cent trente deux,1
425,deux cent quatre vingt quatorze; huit cent quatre vingt cinq,1
426,six cent sept; deux cent dix,0
427,deux cent dix huit; trois cent dix sept,1
428,deux cent vingt six; neuf cent quatre vingt onze,1
429,trois cent quatre vingt dix sept; cinq cent soixante quatorze,1
430,dix neuf; cinq cent soixante neuf,1
431,huit cent trente quatre; trois cent soixante quatre,0
432,trois cent trente quatre; trois cent soixante et onze,1
433,quatre vingt dix; cinq cent soixante treize,1
434,cinq cent soixante quatorze; huit cent cinquante huit,1
435,trois cent huit; cinq cent quatre vingt six,1
436,cinq cent vingt et un; trois cent quarante,0
437,six cent trente deux; soixante,0
438,deux cent soixante quatorze; quatre cent cinquante deux,1
439,deux cent trente trois; cent soixante dix,0
440,six cent quatre vingt dix sept; sept cent quatre vingts,1
441,deux cent soixante neuf; quatre vingt dix neuf,0
442,neuf cent vingt cinq; neuf cent quarante trois,1
443,deux cent treize; sept cent un,1
444,sept cent cinquante sept; quatre cent quatre vingt cinq,0
445,six cent cinquante deux; cent soixante seize,0
446,quatre cent trente; neuf cent quatre vingt deux,1
447,neuf cent quarante et un; cinq cent quarante cinq,0
448,cinq cent seize; deux cents,0
449,huit cent un; cent quatre vingt six,0
450,quatre vingt deux; quatre cent quatre vingt un,1
451,sept cent soixante cinq; deux cents,0
452,sept cent trente huit; quatre cent quatre vingts,0
453,huit cent quarante huit; quatre vingt quatorze,0
454,six cent dix sept; cinq cent vingt deux,0
455,trois cent soixante dix huit; quarante trois,0
456,six cent soixante et onze; huit cent cinquante et un,1
457,cent treize; cinq cent soixante treize,1
458,cinq cent quarante cinq; soixante douze,0
459,sept cent dix sept; sept cent soixante trois,1
460,cent; quatre cent quarante trois,1
461,soixante dix neuf; trois cent sept,1
462,deux cent trois; deux cent soixante deux,1
463,cent seize; deux cent un,1
464,six cent trente deux; trente et un,0
465,cent quatre vingt seize; cinq cent cinquante deux,1
466,cinq cent soixante et un; quatre cent neuf,0
467,deux cent soixante dix; sept cent vingt sept,1
468,cent quatre vingt quatorze; sept cent quarante neuf,1
469,cinq cent huit; sept cent quatre vingt un,1
470,huit cent quatre vingt onze; trois cent quatre vingt un,0
471,quatre cent soixante quatorze; quatre,0
472,huit cent quinze; deux cent quatre vingts,0
473,huit cent cinquante; cinq cent quarante huit,0
474,sept cent dix neuf; deux cent trente trois,0
475,trois cent quarante neuf; quatre cent soixante et un,1
476,huit cent soixante deux; huit cent deux,0
477,deux cents; huit cent quarante cinq,1
478,huit cent vingt quatre; quatre vingt douze,0
479,cinq cent dix huit; quatre vingt trois,0
480,huit cent cinquante cinq; quatre cent soixante sept,0
481,cent trente neuf; neuf cent vingt quatre,1
482,six cent cinquante et un; six cent vingt sept,0
483,neuf cent cinquante huit; neuf cent soixante deux,1
484,six cent quatre vingt neuf; quatre cent quatre vingt dix sept,0
485,six cent quatre vingt dix neuf; deux cent quatre vingt douze,0
486,deux cent cinquante trois; huit cent trente sept,1
487,huit cent quatre vingt dix; six cent quarante et un,0
488,quatre cent cinquante quatre; huit cent soixante quatorze,1
489,trois cent vingt; cinq cent quarante quatre,1
490,sept cent quarante cinq; cent soixante quatorze,0
491,six cent quarante deux; huit cent soixante et onze,1
492,six cent quarante; six cent soixante,1
493,quatre cent quatre vingt dix; quatre cent quarante huit,0
494,six cent trente et un; cinq cent trente neuf,0
495,huit cent cinquante neuf; sept cent trente huit,0
496,quatre cent cinquante; cinq cent vingt et un,1
497,trois cent cinquante neuf; deux cent dix sept,0
498,quatre cent quatre vingt six; neuf cent vingt huit,1
499,six cent quatre vingt cinq; neuf cent cinquante trois,1
500,sept cent soixante trois; six cent cinquante sept,0
501,neuf cent douze; trois cent quatorze,0
502,quatre cent cinquante huit; quatre vingt dix,0
503,quatre vingt sept; trois,0
504,deux cent soixante et onze; quatre cent cinquante neuf,1
505,neuf cent trente six; sept cent un,0
506,huit cent soixante treize; cent treize,0
507,quatre cent neuf; huit cent douze,1
508,trois cent soixante six; sept cent dix,1
509,trois cent soixante deux; cinq cent soixante seize,1
510,six cent un; six cent soixante dix huit,1
511,sept cent douze; six cent trente trois,0
512,quatre cent huit; cent soixante treize,0
513,six cent quatre vingt neuf; sept cent soixante quatorze,1
514,deux cent trente trois; sept cent vingt neuf,1
515,huit cent trois; sept cent deux,0
516,deux cent quatre vingt quatorze; neuf cent quatre vingt sept,1
517,quatre; quatre cent soixante quatorze,1
518,cinq cent vingt et un; neuf cent soixante sept,1
519,sept cent soixante six; huit cent quarante deux,1
520,neuf cent quatre vingts; deux cent quatre vingt onze,0
521,sept cent un; huit cent soixante dix neuf,1
522,deux cent quatre vingt seize; cinq cent cinq,1
523,quatre cent soixante huit; deux cent vingt six,0
524,deux cent un; six cent soixante trois,1
525,cinquante sept; quatre cent seize,1
526,neuf cent quatre vingt un; huit cent quatre vingt seize,0
527,deux cent dix; sept cent quatre vingt dix sept,1
528,cent soixante neuf; cinq cent quarante,1
529,cinq cent soixante deux; cent quatorze,0
530,six cent vingt et un; cent,0
531,trois cent quatre vingt quatre; six cent cinquante sept,1
532,sept cent soixante deux; cinq cent quarante sept,0
533,trois cent treize; cinquante trois,0
534,neuf cent neuf; quatre cent quatre vingt neuf,0
535,neuf cent soixante dix huit; quatre cent quatre vingt huit,0
536,huit cent soixante et un; cinq cent quatre vingt quatorze,0
537,cent soixante cinq; huit cent soixante six,1
538,neuf cent soixante dix sept; trois cent dix huit,0
539,quatre cent soixante douze; quatre cent soixante dix sept,1
540,cinq cent soixante quatorze; six cent trente neuf,1
541,trois cent dix huit; quatre vingt onze,0
542,sept cent douze; sept cent quarante deux,1
543,six cent quarante sept; six cent quarante,0
544,cent vingt quatre; neuf cent soixante et onze,1
545,six cent dix huit; quatre cent quatre vingt six,0
546,cinq cent neuf; huit cent soixante dix neuf,1
547,seize; trois cent quarante cinq,1
548,sept cent cinquante huit; quatre cent soixante quatre,0
549,trois cent soixante dix sept; trois cent soixante huit,0
550,sept cent quatre vingt trois; cinq cent soixante seize,0
551,huit cent quarante; sept cent dix huit,0
552,quatre cent quatre vingt quatorze; trois cent trente deux,0
553,six cent vingt deux; cent trente cinq,0
554,huit cent dix; quatre vingt dix sept,0
555,neuf cent vingt trois; douze,0
556,cent trente neuf; neuf cent quatre vingts,1
557,six cent cinquante quatre; neuf cent cinquante et un,1
558,cinq cent vingt et un; sept cent quarante cinq,1
559,cent quatre vingt cinq; huit cent trente six,1
560,deux cent trente; neuf cent soixante huit,1
561,sept cent quatre vingt deux; six cent soixante seize,0
562,deux cent dix sept; cent cinquante cinq,0
563,cinq cent quarante quatre; cent trente neuf,0
564,soixante; quatre cent quatre vingt huit,1
565,soixante deux; cent cinquante deux,1
566,huit cent un; soixante quinze,0
567,quatre cent soixante neuf; six cent quinze,1
568,deux cent soixante dix neuf; neuf cent vingt deux,1
569,quatre cent cinquante six; huit cent soixante deux,1
570,six cent un; six cent quarante neuf,1
571,huit cent soixante dix huit; cinq cent vingt trois,0
572,vingt huit; cinq cent soixante et un,1
573,cent quatre vingt douze; trois cent soixante cinq,1
574,cinq cent vingt sept; deux cent cinquante quatre,0
575,quarante trois; deux cent trente cinq,1
576,neuf cent soixante; deux cent dix,0
577,deux cent trente huit; six cent vingt sept,1
578,cent soixante neuf; sept cent soixante trois,1
579,huit cent cinquante trois; cinq cent soixante et onze,0
580,trois cent dix huit; sept cent soixante six,1
581,sept cent vingt quatre; huit cent six,1
582,quarante cinq; cinq cent onze,1
583,cinq cent soixante quatorze; cinq cent six,0
584,trois cent quatre vingt dix huit; cent vingt cinq,0
585,deux cent vingt; cinq cent quatre vingt huit,1
586,six cent huit; neuf cent vingt sept,1
