,nums,labels
96,fifty one; two hundred and fifty nine,1
97,eight hundred and ninety nine; nine hundred and thirty three,1
98,five hundred and sixty seven; eight hundred and two,1
99,twenty seven; five hundred and eighty five,1
100,three hundred and seventy four; six hundred and forty four,1
101,seven hundred and eighty six; six hundred and fifty seven,0
102,four hundred and twenty seven; nine hundred,1
103,two hundred and seventy; six hundred and seven,1
104,seven hundred and thirty four; four hundred and fifty five,0
105,three hundred and twelve; five hundred and fourteen,1
106,eight hundred and thirty three; five hundred,0
107,six hundred and seventeen; four hundred and sixty seven,0
108,eight; six hundred and thirty five,1
109,seven hundred and fifty two; sixty two,0
110,one hundred and thirty nine; four hundred and ninety,1
111,three hundred and two; two hundred and seventy nine,0
112,seven hundred and eighty; two hundred and fifteen,0
113,seven hundred and seventeen; three hundred and twenty three,0
114,four hundred and twenty seven; four hundred and seventy five,1
115,four hundred and eighty; five hundred and forty two,1
116,two hundred and eleven; seven hundred and seventy nine,1
117,three hundred and twenty four; twenty four,0
118,seven hundred and twenty six; four hundred and thirty one,0
119,four hundred and fifty five; four hundred and sixty six,1
120,two hundred and twelve; forty five,0
121,two hundred and eleven; nine hundred and ninety two,1
122,five hundred and eighty two; two hundred and thirty seven,0
123,four hundred and thirty; four hundred and forty four,1
124,one hundred and ninety three; six hundred and forty three,1
125,eight hundred and ninety three; seven hundred and ten,0
126,three hundred and ninety eight; six hundred and sixty two,1
127,four hundred and eighty eight; one hundred and eighty four,0
128,five hundred and thirty nine; seven hundred and fifty seven,1
129,five hundred and ninety; ninety three,0
130,five hundred and ninety five; six hundred and sixty nine,1
131,four hundred and ten; nine hundred and thirty eight,1
132,sixty three; six hundred and sixty,1
133,four hundred and sixty four; eight hundred and fifty two,1
134,nine hundred and seventy four; one hundred and ninety seven,0
135,four hundred and seventy nine; nine hundred and seventy two,1
136,one hundred and eighty four; six hundred and seventy nine,1
137,nine hundred and seventeen; ninety seven,0
138,six hundred and twenty six; seven hundred and fifty five,1
139,seven hundred and seventy one; four hundred and twenty four,0
140,three hundred and ninety seven; five hundred and eighty three,1
141,five hundred and ninety six; nine hundred and thirty three,1
142,four hundred and seventy seven; two hundred and ninety one,0
143,two hundred and ninety seven; eight hundred and seventy nine,1
144,two hundred and sixty one; nine hundred and one,1
145,eight hundred and thirty seven; two hundred and four,0
146,three hundred and twenty four; two hundred and seventy four,0
147,eight hundred and thirty six; eight hundred and fifty nine,1
148,six hundred and nine; nine hundred and thirty two,1
149,nine hundred and forty three; nine hundred and forty one,0
150,two hundred and seventy; six hundred and fifteen,1
151,one hundred and seventy; four hundred and nineteen,1
152,two hundred and fifty six; eight hundred and seventy eight,1
153,five hundred and thirty seven; three hundred and two,0
154,two hundred and sixty three; eight hundred and eighty six,1
155,nine hundred and seventy one; three hundred and fifty seven,0
156,four hundred and six; three hundred and eighty five,0
157,seven hundred and sixty one; thirty seven,0
158,four hundred and thirty nine; eight hundred and fifty three,1
159,nine hundred and eighty two; eight hundred and sixty three,0
160,three hundred and sixty; six hundred and three,1
161,one hundred and forty seven; four hundred and fifty seven,1
162,eight hundred and thirty; four hundred and two,0
163,nine hundred and eight; two hundred and four,0
164,six hundred and thirty six; ninety eight,0
165,one hundred and sixteen; three hundred and forty six,1
166,four hundred and sixty three; ninety seven,0
167,five hundred and fifty nine; four hundred and twenty one,0
168,six hundred and ninety eight; eight hundred and ten,1
169,one hundred and three; nine hundred and forty three,1
170,nine hundred and eighty seven; two hundred and seventeen,0
171,seven hundred and twenty three; six hundred and fifty,0
172,four; three hundred and sixty,1
173,two hundred and ninety; two hundred and twenty six,0
174,one hundred and sixty seven; three hundred and sixty four,1
175,six hundred and fifty two; six hundred and fifty one,0
176,seven hundred and ninety eight; seven hundred and forty three,0
177,sixty one; seven hundred and eighty one,1
178,six hundred and seventy three; five hundred and thirty three,0
179,five hundred and seventy five; eight hundred and ninety five,1
180,three hundred and eighty; three hundred and six,0
181,five hundred and ninety eight; one hundred and sixty six,0
182,one hundred and sixty nine; nine hundred and twenty two,1
183,seven hundred and thirty six; one hundred and forty nine,0
184,five hundred and eighty nine; two hundred and eighty one,0
185,six hundred and forty three; one hundred and ninety five,0
186,one hundred and thirty nine; three hundred and eleven,1
187,four hundred and sixty seven; eight hundred and thirty two,1
188,seven hundred and seventy eight; four hundred and twenty one,0
189,nine hundred and thirty nine; one hundred and thirty,0
190,five hundred and eighty six; nine hundred and seventy nine,1
191,five hundred and eleven; seven hundred and fifty three,1
192,eight hundred and seventy eight; two hundred and seventy nine,0
193,four hundred and ninety five; five hundred and sixty one,1
194,one hundred and ninety nine; six hundred and sixty five,1
195,eight hundred and six; eight hundred and thirty two,1
196,three hundred and forty eight; nine hundred and sixty seven,1
197,five hundred and nine; sixty two,0
198,nine hundred and eight; six hundred and sixty two,0
199,seven hundred and fifty eight; ninety two,0
200,seven hundred and forty five; six hundred and twenty three,0
201,eight hundred and eight; one hundred and twenty nine,0
202,seven hundred and twenty one; five hundred and thirty five,0
203,eight hundred and thirty nine; two hundred and sixty eight,0
204,five hundred and thirty six; two hundred and sixty,0
205,one hundred and thirty five; four hundred and thirty three,1
206,sixty six; eight hundred and forty three,1
207,three hundred and thirty seven; three hundred and fifty,1
208,three hundred and seventeen; two hundred and forty eight,0
209,four hundred and thirty five; three hundred and forty three,0
210,twenty two; six hundred and sixty nine,1
211,two hundred and fifty seven; five hundred and eighty,1
212,four hundred and sixty nine; five hundred and eighty eight,1
213,nine hundred and forty six; seven hundred and ninety seven,0
214,four hundred and ninety; one hundred and twenty,0
215,nine hundred and fifty one; two hundred and eight,0
216,seven hundred and fifty five; nine hundred and seventy six,1
217,eight hundred and twenty three; four hundred and fifty six,0
218,eight hundred and thirty eight; five hundred and fifty one,0
219,eight hundred and seventy; eight hundred and eighteen,0
220,three hundred and nine; six hundred and sixty seven,1
221,two hundred and eighty six; eight hundred and thirty two,1
222,seventy five; ninety four,1
223,nine hundred and one; seven hundred and seventy four,0
224,five hundred and eighty one; six hundred and thirty four,1
225,two hundred and fifty nine; one hundred and thirteen,0
226,nine hundred and fifty one; eight hundred and eighty six,0
227,one hundred and five; eight hundred and ninety,1
228,eight hundred and forty two; one hundred and five,0
229,ninety six; eight,0
230,nine hundred and forty two; nine hundred and eighty three,1
231,three hundred and sixty eight; nine hundred and fourteen,1
232,seventy three; twenty,0
233,one hundred and ninety seven; eight hundred and seven,1
234,four hundred and twenty eight; eight hundred and nine,1
235,six hundred; seven hundred and forty eight,1
236,four hundred and seventy two; five hundred and ninety three,1
237,nine hundred and eighty one; two hundred and eighty,0
238,nine hundred and eighty one; five hundred and forty seven,0
239,eight hundred and fifty; four hundred and eighty eight,0
240,eight hundred and seventy six; six hundred and twenty eight,0
241,eighty two; six hundred and ninety four,1
242,thirty four; three hundred and ninety three,1
243,one hundred and fifty three; five hundred and fifty five,1
244,six hundred and thirty two; eight hundred and thirty two,1
245,three hundred and ninety; four hundred and forty two,1
246,ninety two; three hundred and eighty three,1
247,nine hundred and fifty two; eight hundred and seventy one,0
248,seven hundred and seven; one hundred and thirty seven,0
249,four hundred and ninety; one hundred and seventy one,0
250,six hundred and six; seven hundred and eighty three,1
251,four hundred and ninety five; seven hundred and ninety eight,1
252,six hundred and seventeen; three hundred and twenty five,0
253,three hundred and twenty four; three hundred and sixty two,1
254,eight hundred and eighty four; eight hundred and fifty nine,0
255,eight hundred and fifty four; eight hundred and twelve,0
256,four hundred and seventy nine; four hundred and one,0
257,six; five hundred and eighty two,1
258,fifteen; eight hundred and forty eight,1
259,one hundred and thirty two; three hundred and eighty four,1
260,seven hundred and fourteen; five hundred and fifteen,0
261,seven hundred and twenty; six hundred and six,0
262,nine hundred and fifty eight; eight hundred and twenty one,0
263,two hundred and sixty five; six hundred and thirty three,1
264,nine hundred and fourteen; one hundred and forty five,0
265,eight hundred and three; eighty four,0
266,three hundred and fifty one; six hundred and ten,1
267,thirty nine; eight hundred and seventy four,1
268,two hundred and forty seven; three hundred and thirteen,1
269,six hundred and eighty four; one hundred and fifty four,0
270,four hundred and eighty one; seventy,0
271,five hundred and twelve; nine hundred and twelve,1
272,eight hundred and seventy one; four hundred and one,0
273,nine hundred and sixty one; eight hundred and thirty one,0
274,eight hundred and fifty; three hundred and sixty seven,0
275,six hundred and seventy five; one hundred and thirty six,0
276,one hundred and ninety eight; nine hundred and fifteen,1
277,two hundred and seventy; eight hundred and sixty four,1
278,six hundred and ninety seven; nine hundred and twenty six,1
279,nine hundred and forty one; four hundred and sixteen,0
280,seven hundred and fifty four; five hundred and seventeen,0
281,three hundred and thirty three; eight hundred and fifty six,1
282,forty seven; two hundred and seventy four,1
283,three hundred and fifty three; nine hundred and eighty five,1
284,three hundred and twenty two; five hundred and sixty eight,1
285,three hundred and twenty five; seven hundred and seventy four,1
286,nine hundred and thirty five; five hundred and fifty nine,0
287,forty seven; six hundred and ninety one,1
288,eight hundred and fifteen; five hundred and eighty nine,0
289,nineteen; nine hundred and seventy one,1
290,nine hundred and sixty; two hundred and twelve,0
291,one hundred and fifty four; seven hundred and thirty,1
292,forty three; three hundred and thirty six,1
293,eight hundred and sixty eight; seven hundred and seventy five,0
294,four hundred and five; three hundred and fifty,0
295,seven hundred and seventy; nine hundred and seventy three,1
296,five hundred and one; three hundred and eighty two,0
297,six hundred and ten; six hundred and sixty eight,1
298,one hundred and ninety five; eight hundred,1
299,nine hundred and seventy one; nine hundred and sixteen,0
300,eight hundred and fourteen; four hundred and twenty five,0
301,seven hundred and ninety eight; four hundred and sixty seven,0
302,seven hundred and seventy; five hundred and seventy one,0
303,nine hundred and twenty five; nine hundred and seven,0
304,four hundred and fifty two; eight hundred and seventy nine,1
305,three hundred and fifty eight; seven hundred and eighty,1
306,three hundred and twenty five; three hundred and eighty five,1
307,four hundred and fifteen; nine hundred and twenty one,1
308,five hundred and sixty two; seven hundred and sixty seven,1
309,six hundred and eighteen; five hundred and fifty two,0
310,nine hundred and fifty seven; two hundred and ninety,0
311,six hundred and eighty; seven hundred and seventy two,1
312,two hundred and nineteen; eight hundred and twenty five,1
313,eight hundred and thirty two; five hundred and fifty two,0
314,four hundred and thirty two; two hundred and sixteen,0
315,five hundred and ninety; five hundred and eighty nine,0
316,two hundred and thirty seven; thirty six,0
317,two hundred and forty three; two hundred and ninety six,1
318,five hundred and forty one; eight hundred and forty nine,1
319,two hundred and nineteen; one hundred and sixteen,0
320,seven hundred and seventy; one hundred and forty two,0
321,nine hundred and ninety two; one hundred and fourteen,0
322,eight hundred and eighteen; eight hundred and forty five,1
323,four hundred and twelve; eight hundred and eighty seven,1
324,nine hundred and seventy three; two hundred and forty six,0
325,three hundred and fifty one; seven hundred and sixty four,1
326,seven hundred and sixty one; four hundred and three,0
327,seven hundred and fifty; nine hundred and eighty four,1
328,one hundred and sixty seven; two hundred and fifty,1
329,nine hundred and one; five hundred and forty one,0
330,three hundred and forty eight; seven hundred and twenty eight,1
331,two hundred and eighty nine; one hundred and ninety seven,0
332,nine hundred and seventy two; one hundred and fourteen,0
333,one hundred and ninety four; three hundred and fifty,1
334,six hundred and seventy; six hundred and twenty seven,0
335,eight hundred and seventy five; nine hundred and ninety three,1
336,two hundred and sixty one; two hundred and fifteen,0
337,five hundred and fifty eight; four hundred,0
338,five hundred and sixty seven; nine hundred and fifty nine,1
339,six hundred and thirty six; three hundred and forty two,0
340,two hundred and ninety seven; six hundred and six,1
341,three hundred and sixty one; thirty three,0
342,nine hundred; seven hundred and four,0
343,five hundred and thirty; four hundred and thirty six,0
344,nine hundred and ninety eight; nine hundred and fifty three,0
345,five hundred and sixty four; seven hundred and sixty two,1
346,eight hundred and twenty nine; twenty,0
347,four hundred and two; twenty four,0
348,eight hundred and twenty eight; five hundred and fifteen,0
349,ninety seven; one hundred and seventy five,1
350,seven hundred and seventeen; seven hundred and twenty two,1
351,seven hundred and sixty one; six hundred and eighty,0
352,two hundred and seventy; one hundred and four,0
353,five hundred and twenty one; nine hundred and seven,1
354,eight hundred and forty three; six hundred and eighteen,0
355,one hundred and thirty; nine hundred and sixty two,1
356,six hundred and thirty two; six hundred and fifty nine,1
357,sixty eight; seven hundred and eighteen,1
358,eight hundred and fifty seven; five hundred and seventy nine,0
359,seven hundred and thirty five; six hundred and ninety one,0
360,seven hundred and thirty two; nine hundred and sixty eight,1
361,five hundred and twenty eight; seven hundred and seventy one,1
362,four hundred and fifty nine; one hundred and sixty five,0
363,four hundred and eighty one; nine hundred and sixty three,1
364,nine hundred and seventeen; eight hundred and thirty three,0
365,nine hundred and seventy eight; two hundred and sixty five,0
366,two hundred and twenty three; six hundred and fifty eight,1
367,six hundred and forty four; thirty three,0
368,nine hundred and fifty seven; two hundred and eighty five,0
369,eight hundred and fifty eight; nine hundred and seventy two,1
370,one hundred and eighty seven; seven hundred and twenty nine,1
371,seven hundred and twenty seven; nine hundred and thirty nine,1
372,four hundred and eighty one; three hundred and eighty eight,0
373,two hundred and fifty seven; two hundred and fifty six,0
374,two hundred and fifty six; four hundred,1
375,eight hundred and fifty nine; four hundred and twelve,0
376,four hundred and seventy eight; two hundred and seventeen,0
377,eight hundred and sixteen; four hundred and forty seven,0
378,five hundred and three; one hundred and twenty three,0
379,four hundred and thirty six; five hundred,1
380,eight hundred and forty five; four hundred and ninety six,0
381,three hundred and eighty four; eight hundred and eleven,1
382,five hundred and ninety two; two hundred and nine,0
383,five hundred and twenty three; three hundred and thirty one,0
384,nine hundred and thirteen; nine hundred and fifty eight,1
385,eight hundred and seventy three; four hundred and four,0
386,seven hundred and twenty seven; five hundred and eighty seven,0
387,seven hundred and forty seven; three hundred and eighteen,0
388,nine hundred and seventy nine; one hundred and fifty seven,0
389,nine hundred and sixty; nine hundred and twenty six,0
390,five hundred and fifty four; nine hundred and fourteen,1
391,two hundred and thirteen; nine hundred and forty two,1
392,eight hundred and twenty five; three hundred and ninety,0
393,nine hundred and ten; two hundred and fifty eight,0
394,one hundred and fifty eight; one hundred and twenty seven,0
395,three hundred; four hundred and ninety nine,1
396,four hundred and ninety two; eight hundred and twelve,1
397,eight hundred and five; five hundred and sixty three,0
398,one hundred and forty one; eight hundred and eighty six,1
399,one hundred and twenty seven; nine hundred and seventy seven,1
400,nine hundred and fifty three; eight hundred and eleven,0
401,two hundred and twenty nine; three hundred and ninety,1
402,nine hundred and forty two; nine hundred and eighty three,1
403,eight hundred and nineteen; six hundred and sixty,0
404,three hundred and thirty; nine hundred and sixty eight,1
405,two hundred and five; five hundred and fifty,1
406,nine hundred and fifty one; seven hundred and sixty six,0
407,five hundred and eighty; seven hundred and thirty nine,1
408,seven hundred and ninety two; one hundred and fifty four,0
409,seventy eight; five hundred and sixty nine,1
410,two hundred and eighty; five hundred and eight,1
411,two hundred and two; one hundred and thirty nine,0
412,five hundred and forty four; two hundred and forty nine,0
413,three hundred and ninety five; eight hundred and forty two,1
414,four hundred and fifty eight; six hundred and fifty five,1
415,forty; twenty two,0
416,four hundred and sixty three; two hundred and ninety five,0
417,six hundred and thirteen; six hundred and eighty six,1
418,one hundred and eighty nine; seven hundred and forty,1
419,nine hundred and twenty six; seven hundred and fifty four,0
420,six hundred and twenty seven; six hundred and ninety four,1
421,two hundred and ninety nine; three hundred and sixty nine,1
422,seven hundred and sixteen; three hundred and seventy four,0
423,four hundred and thirty three; nine hundred and sixty nine,1
424,two hundred and seventy nine; six hundred and eighty five,1
425,three hundred and sixty two; eight hundred and twenty three,1
426,four hundred and twenty two; seven hundred and ninety five,1
427,forty; one hundred and eighteen,1
428,eighty four; eighty two,0
429,seven hundred and forty three; six hundred and fifty three,0
430,three hundred and eighty eight; six hundred and seventy two,1
431,three hundred and seventy nine; one hundred and ninety five,0
432,twenty nine; seven hundred and thirty six,1
433,three hundred and thirty; two hundred and eighty one,0
434,forty six; four hundred and ninety,1
435,three hundred and fifty nine; seven hundred and sixty nine,1
436,three hundred and sixty seven; six hundred and twenty seven,1
437,nine hundred and ninety eight; twenty eight,0
438,three hundred and one; four hundred and sixty four,1
439,five hundred and sixty eight; five hundred and eighty seven,1
440,four hundred and fifty one; nine hundred and thirty five,1
441,seventy two; six hundred and twenty,1
442,one hundred and seventy five; two hundred and ninety,1
443,six hundred and twenty two; three hundred and twenty eight,0
444,thirty six; one hundred and sixty four,1
445,one hundred and ninety four; eight hundred and fifty two,1
446,seven hundred and ninety two; three hundred and eighty nine,0
447,one hundred and eighty seven; seven hundred and twenty nine,1
448,eight hundred and forty eight; four hundred and fifty,0
449,nine hundred and twenty eight; two hundred and eight,0
450,one hundred and forty nine; seven hundred and thirty seven,1
451,five hundred and seventeen; nine hundred and eighty six,1
452,one hundred and twenty eight; six hundred,1
453,six hundred and eighty four; six hundred and ninety five,1
454,nine hundred and eighty two; nine hundred and eighty six,1
455,three hundred and forty; five hundred and thirty six,1
456,four hundred and seventy one; one hundred and twenty seven,0
457,four hundred and forty seven; forty six,0
458,nine hundred and twenty one; nineteen,0
459,eight hundred and thirty eight; one hundred and fifty,0
460,forty four; fifty one,1
461,eight hundred and eighty two; seven hundred and sixty nine,0
462,two hundred and fifteen; sixty six,0
463,two hundred and thirty; four hundred and sixteen,1
464,six hundred and eight; six hundred and twelve,1
465,four hundred and thirty four; nine hundred and forty two,1
466,one hundred and eighty three; seven hundred and thirty three,1
467,twenty seven; six hundred and fifty five,1
468,eight hundred and two; seven hundred and forty seven,0
469,eight hundred and thirty; four hundred and sixty three,0
470,seventy one; seven hundred and ninety two,1
471,one hundred and nineteen; seven hundred and sixty one,1
472,seven hundred and twenty one; four hundred and seventy,0
473,twenty seven; four hundred and fifty nine,1
474,two hundred and ninety eight; three hundred and twenty eight,1
475,three hundred and forty two; six hundred and seventy three,1
476,one hundred and forty nine; six hundred and eight,1
477,one hundred and sixteen; one hundred and thirty one,1
478,sixty six; three hundred and two,1
479,three hundred and thirty four; three hundred and twenty,0
480,nine hundred and sixty four; six hundred and sixteen,0
481,two hundred and eighty four; two hundred and eighty seven,1
482,eight hundred and seventy six; five hundred and eighty six,0
483,nine hundred and ninety; four hundred and eighty five,0
484,three hundred and eighty nine; six hundred and five,1
485,five hundred and seventy three; nine hundred and ninety seven,1
486,eight hundred and sixteen; eight hundred and eighty eight,1
487,four hundred and fifty four; seven hundred and fifty four,1
488,seven hundred and sixty nine; sixty eight,0
489,one hundred and nineteen; two hundred and seventy three,1
490,four hundred and four; nine hundred and thirty one,1
491,seven hundred and thirty six; seven hundred and sixty three,1
492,two hundred and fifty five; two hundred and thirty three,0
493,three hundred and fifty one; twelve,0
494,nine hundred and seventy five; seven hundred and thirty eight,0
495,eight hundred and fifty five; eight hundred and forty two,0
496,five hundred and sixty four; two hundred,0
497,nine hundred and thirty five; four hundred and seventy seven,0
498,seven hundred and eighteen; two hundred and twenty five,0
499,five hundred and seventy two; three hundred and sixty six,0
500,five hundred and twenty seven; eight hundred and seventy six,1
501,four hundred and seventy nine; four hundred and thirty eight,0
502,seven hundred and twenty nine; six hundred and eleven,0
503,eight hundred and ninety four; seven hundred and thirty one,0
504,eight hundred and thirty six; nine hundred and seventy four,1
505,three; eight hundred and thirteen,1
506,three hundred and fifty six; forty,0
507,seven hundred and fifty three; seven hundred and thirty five,0
508,eight hundred and eleven; six hundred and fifty,0
509,one hundred and seventy nine; nine hundred and forty nine,1
510,three hundred and thirty five; five hundred and seventy,1
511,eight hundred and thirty eight; eight hundred and thirty four,0
512,six hundred and fifty nine; six hundred and three,0
513,one hundred and forty three; four hundred and forty eight,1
514,six hundred and forty nine; five hundred and five,0
515,nine hundred and fifty nine; four hundred and ninety nine,0
516,nine hundred and sixteen; six hundred and twelve,0
517,one hundred and seventy nine; six hundred and five,1
518,three hundred and eighty three; six hundred and thirty two,1
519,one hundred and eleven; five hundred and forty eight,1
520,seven hundred and ninety; six hundred and sixty nine,0
521,six hundred and ninety three; thirty,0
522,twenty; six hundred and thirteen,1
523,eight hundred and six; seven hundred and twenty eight,0
524,seven hundred and forty seven; six hundred and three,0
525,two hundred and six; one hundred and sixty six,0
526,one hundred and thirty five; one hundred and sixty seven,1
527,one hundred and sixty five; nine hundred and twenty one,1
528,fourteen; eight hundred and ten,1
529,nine hundred and ninety four; one hundred and eleven,0
530,eight hundred and twenty one; one hundred and twenty,0
531,six hundred and eleven; five hundred and fifty,0
532,nine hundred and fifty one; four hundred and thirty four,0
533,four hundred and eighty five; nine hundred and thirty two,1
534,four hundred and thirty five; five hundred and ninety one,1
535,five hundred and eleven; eight hundred and seventy three,1
536,eight hundred and twenty five; two hundred and eighty five,0
537,six hundred and ninety nine; forty six,0
538,six hundred and nine; six hundred and ninety one,1
539,four hundred and ninety eight; one hundred and fifty eight,0
540,forty nine; six hundred and sixty four,1
541,two hundred and fourteen; two hundred and thirty eight,1
542,four hundred and eighty three; six hundred and eighty two,1
543,forty four; one hundred and seventy one,1
544,three hundred and ninety nine; nine hundred and thirty,1
545,nine hundred and thirty five; five hundred and seventy one,0
546,five hundred and ninety five; four hundred and thirty,0
547,two hundred and two; five hundred and sixty seven,1
548,five hundred and twelve; five hundred and fourteen,1
549,six hundred and forty seven; five hundred and fifty,0
550,eight hundred and forty one; eight hundred and seventy four,1
551,eight hundred and eighty; two hundred and forty seven,0
552,eight hundred and eighty three; five hundred and forty seven,0
553,eight hundred and seventy three; two hundred and seventy three,0
554,one hundred and thirty eight; seven hundred and eighty one,1
555,five hundred and thirty seven; nineteen,0
556,five hundred and forty; seven hundred and three,1
557,five hundred and eighty eight; four hundred and sixty seven,0
558,nine hundred and eighty; three hundred and ninety six,0
559,sixty three; three hundred and forty nine,1
560,six hundred and thirty one; six hundred and seventy,1
561,nine hundred and eighteen; seven hundred and eighty six,0
562,one hundred and sixty eight; three hundred and fifty eight,1
563,five hundred and four; one hundred and twenty eight,0
564,two hundred and ninety; one hundred and seventy five,0
565,nine hundred and seventeen; five hundred and thirty eight,0
566,two hundred and fifty six; three hundred and sixteen,1
567,two hundred and ninety five; three hundred and eighty four,1
568,nine hundred and eighty two; three hundred and thirty nine,0
569,five hundred and ninety seven; seven hundred and twenty four,1
570,seven hundred and fifty one; eight hundred and thirty five,1
571,two hundred and seventy one; four hundred and seven,1
572,eight hundred and ten; five hundred and nineteen,0
573,sixty nine; four hundred and ninety three,1
574,four hundred and ninety two; four hundred and seventy eight,0
575,five hundred and twenty four; six hundred and thirty six,1
576,nine hundred and three; fifteen,0
577,four hundred and sixty one; three hundred and sixty six,0
578,eight hundred and fifty seven; four hundred and eighty three,0
579,seven hundred and thirteen; nine hundred and ninety three,1
580,nine hundred and ninety eight; nine hundred and twenty nine,0
581,nine hundred and seventy six; two hundred and fifty,0
582,one hundred and eighty three; three hundred and forty four,1
583,seventy two; four hundred and twelve,1
584,eight hundred and thirty four; three hundred and sixty nine,0
585,eight hundred and eighty one; seven hundred and forty four,0
586,four hundred and thirty; sixty three,0
587,three hundred and thirty five; four hundred and seventy six,1
588,two hundred and twenty two; five hundred and twenty five,1
589,nine hundred and ninety two; six hundred and eighty eight,0
590,one hundred and ninety four; five hundred and seventy four,1
591,four hundred and eighty; five hundred and fifty two,1
592,nine hundred and forty eight; sixty nine,0
593,six; nine hundred and twenty five,1
594,five hundred and eighty nine; ninety four,0
595,one hundred and eighteen; five hundred and seventy,1
596,six hundred and ninety two; two hundred and six,0
597,eight hundred and eight; four hundred and ninety three,0
598,sixty six; nine hundred and sixty,1
