,nums,labels
501,one hundred and fourteen,0
502,three hundred and fifty,0
503,two hundred and eighty nine,0
504,eighteen,0
505,six hundred and twenty eight,0
506,three hundred and forty,0
507,three hundred and sixty one,0
508,two hundred and twenty eight,0
509,seven hundred and eighty eight,0
510,eight hundred and eighty,0
511,one hundred and sixty five,0
512,six hundred and sixty four,0
513,seven hundred and fifty five,0
514,five hundred and ten,0
515,three hundred and forty two,0
516,nine hundred and seventy eight,0
517,twenty,0
518,three hundred and twenty four,0
519,three hundred and eight,0
520,two hundred and sixteen,0
521,eight hundred and forty seven,0
522,ninety one,0
523,two hundred and ninety five,0
524,five hundred and thirty three,0
525,seven hundred and seven,0
526,two hundred and ninety five,0
527,seven hundred and thirty six,0
528,seven hundred and nine,0
529,six hundred and ninety four,0
530,eight hundred and thirty five,0
531,nine hundred and thirty six,0
532,five hundred and fifty eight,0
533,fifteen,0
534,seven hundred and five,0
535,seven hundred and ninety nine,0
536,seven hundred and twenty seven,0
537,nine hundred and seventy four,0
538,one hundred and eighty six,0
539,eight hundred and sixty two,0
540,six hundred and sixteen,0
541,one hundred and eighty three,0
542,five hundred and thirty nine,0
543,two hundred and forty four,0
544,nine hundred and five,0
545,three hundred and forty two,0
546,two hundred and seventy nine,0
547,six hundred and twenty four,0
548,two hundred and forty five,0
549,one hundred and twenty three,0
550,three hundred and thirty one,0
551,four hundred and eighty five,0
552,three hundred and eighty six,0
553,nine hundred and seventy four,0
554,three hundred and thirty four,0
555,ninety six,0
556,five hundred and twenty four,0
557,two hundred and forty six,0
558,three hundred and six,0
559,nine hundred and ninety two,0
560,four hundred and fifty nine,0
561,twenty,0
562,two hundred and twenty nine,0
563,one hundred and seventy one,0
564,seven hundred and sixty four,0
565,nine hundred and fifty five,0
566,three hundred and six,0
567,three hundred and sixty nine,0
568,two hundred and seventy seven,0
569,four hundred and eighty one,0
570,two hundred and thirty three,0
571,eight hundred and fifty six,0
572,six hundred and eighty four,0
573,nine hundred and seventy,0
574,one hundred and fourteen,0
575,six hundred and ninety two,0
576,seven hundred and eighty two,0
577,one hundred and thirty four,0
578,six hundred and thirty three,0
579,four hundred and twenty five,0
580,four hundred and six,0
581,seven hundred and seven,0
582,four hundred and five,0
583,seven,0
584,two hundred and fifty four,0
585,two hundred and forty nine,0
586,four hundred and ninety one,0
587,two hundred and eight,0
588,one hundred and ten,0
589,five hundred and fifty nine,0
590,five hundred and sixty nine,0
591,five hundred and ninety six,0
592,one hundred and eighty nine,0
593,nine hundred and eleven,0
594,six hundred and sixty,0
595,four hundred and eighty eight,0
596,five hundred and ninety three,0
597,seven hundred and fifty four,0
598,six hundred and ninety seven,0
599,three hundred and thirty,0
600,two hundred and fifty seven,0
601,six hundred and one,0
602,four hundred and six,0
603,five,0
604,six hundred and five,0
605,seven hundred and thirteen,0
606,sixteen,0
607,two hundred and thirty six,0
608,eight hundred and eighty four,0
609,six hundred and two,0
610,two hundred and seventeen,0
611,nine hundred and one,0
612,three hundred and sixty seven,0
613,three hundred and sixty five,0
614,nine hundred and thirty five,0
615,five hundred and fifty eight,0
616,nine hundred and twelve,0
617,four hundred and forty eight,0
618,nine hundred and twenty one,0
619,three hundred and ninety five,0
620,twenty nine,0
621,one hundred and fifty five,0
622,sixty eight,0
623,one hundred and ninety seven,0
624,seven hundred and eighty,0
625,three hundred and thirty,0
626,nine hundred and fifty three,0
627,six hundred and thirty,0
628,six hundred and thirty eight,0
629,nine hundred and three,0
630,one hundred and fifty four,0
631,seven hundred and eighteen,0
632,one hundred and ninety two,0
633,eight hundred and sixty three,0
634,three hundred and seventeen,0
635,nine hundred,0
636,six hundred and fifteen,0
637,nine hundred and eighty four,0
638,one hundred and thirty two,0
639,five hundred and twenty,0
640,eight hundred and sixteen,0
641,six hundred and ninety five,0
642,four hundred and fifty six,0
643,five hundred and eighty one,0
644,four hundred and forty nine,0
645,six hundred and twelve,0
646,eight hundred and forty,0
647,three hundred and forty,0
648,nine hundred and thirty six,0
649,five hundred and twenty five,0
650,three hundred and forty three,0
651,two hundred and forty nine,0
652,three hundred and twenty nine,0
653,seventy nine,0
654,five,0
655,thirty six,0
656,nine hundred and thirty,0
657,nine hundred and fifty six,0
658,six hundred and thirty eight,0
659,four hundred and ninety four,0
660,three hundred and twelve,0
661,six hundred and ninety three,0
662,nine hundred and fifty four,0
663,seven hundred and thirteen,0
664,six hundred and fifty nine,0
665,two hundred and fifty four,0
666,ninety seven,0
667,seven hundred and ninety five,0
668,one hundred and ninety eight,0
669,nine hundred and thirty,0
670,thirty nine,0
671,nine hundred and thirty eight,0
672,five hundred and seventy,0
673,four hundred and twenty eight,0
674,seven hundred and twenty nine,0
675,six hundred and seven,0
676,three hundred and twenty eight,0
677,four,0
678,seven hundred and ninety seven,0
679,eight hundred and seventy one,0
680,one hundred and ninety three,0
681,five hundred and forty nine,0
682,three hundred and seventy one,0
683,one hundred and ninety six,0
684,four hundred and fifty six,0
685,eight hundred and thirty two,0
686,nine hundred and sixty one,0
687,five hundred and eighty six,0
688,four hundred and one,0
689,three hundred and forty,0
690,seventy two,0
691,two hundred and eighty one,0
692,six hundred and thirty two,0
693,three hundred and ninety nine,0
694,four hundred and seventeen,0
695,six hundred and forty seven,0
696,twenty,0
697,ninety two,0
698,five hundred and four,0
699,three hundred and seventy,0
700,eight hundred and forty five,0
701,six hundred and five,0
702,six hundred and eighty three,0
703,nine hundred and twenty four,0
704,six hundred and forty,0
705,five hundred and fifty eight,0
706,two hundred and forty eight,0
707,one hundred and forty nine,0
708,six hundred and ninety five,0
709,ninety one,0
710,six hundred and two,0
711,one hundred and seventy three,0
712,five hundred and seventy six,0
713,twenty nine,0
714,eight hundred and twenty eight,0
715,five hundred and fifty seven,0
716,nine hundred and eight,0
717,nine hundred and thirty one,0
718,eighty four,0
719,nine hundred and eighty five,0
720,twenty three,0
721,seven hundred and thirty four,0
722,six hundred and fifty two,0
723,eight hundred and seventy five,0
724,ninety seven,0
725,three hundred and sixty four,0
726,five hundred and seventy nine,0
727,four hundred and sixty three,0
728,four hundred and sixty nine,0
729,five hundred and twenty seven,0
730,eight hundred and ninety,0
731,one hundred and sixty six,0
732,one hundred and seventy three,0
733,seventy one,0
734,six hundred and fifty eight,0
735,nine hundred and sixty nine,0
736,two hundred and sixty three,0
737,five hundred and sixteen,0
738,forty five,0
739,six hundred and six,0
740,six hundred and thirty one,0
741,two hundred and fifty,0
742,two hundred and sixty two,0
743,eight hundred and nineteen,0
744,four hundred and forty seven,0
745,five hundred and sixty five,0
746,nine hundred and twelve,0
747,forty six,0
748,six hundred and ninety three,0
749,seven hundred and forty two,0
750,seven hundred and ninety,0
751,nine hundred and seventy one,0
752,two hundred and eighty,0
753,five hundred,0
754,one hundred and twenty three,0
755,three hundred and eleven,0
756,eighty,0
757,three hundred and forty two,0
758,one hundred and fifty eight,0
759,eight hundred and fourteen,0
760,seven hundred and eighteen,0
761,five hundred and ninety one,0
762,ninety five,0
763,four hundred and fifty three,0
764,four hundred and fifteen,0
765,four hundred and twenty,0
766,nine hundred and forty three,0
767,five hundred and fifty six,0
768,three hundred and eighty seven,0
769,seven,0
770,two hundred and sixty four,0
771,four hundred and seventy,0
772,eight hundred and nineteen,0
773,seven hundred and eighty four,0
774,eight hundred and thirty three,0
775,three hundred and eight,0
776,eight hundred and seventy three,0
777,four hundred and fifty seven,0
778,five hundred and sixty one,0
779,nine hundred and eighteen,0
780,three hundred and three,0
781,seven hundred and ninety,0
782,three hundred and sixty eight,0
783,four hundred and twenty four,0
784,six hundred and forty seven,0
785,fifty six,0
786,six hundred and ninety three,0
787,five hundred and twenty eight,0
788,five hundred and ninety two,0
789,three hundred and eighty eight,0
790,five hundred and seventy five,0
791,six hundred and ninety four,0
792,two hundred,0
793,seven hundred and sixteen,0
794,eight hundred and twenty one,0
795,seven hundred and ninety seven,0
796,eight hundred and eighty one,0
797,fifty one,0
798,nine hundred and twenty,0
799,eight hundred and forty four,0
800,three hundred and ninety three,0
801,eight hundred and seventeen,0
802,three hundred and sixty three,0
803,eight hundred and seventy seven,0
804,five hundred and ninety seven,0
805,ninety five,0
806,fifty six,0
807,eight hundred and thirty,0
808,four hundred and sixty eight,0
809,thirteen,0
810,seven hundred and thirteen,0
811,one hundred and eighty seven,0
812,six hundred and six,0
813,nine hundred and forty three,0
814,seven hundred and thirty six,0
815,three hundred and ninety six,0
816,five hundred and twenty eight,0
817,two hundred and eighty,0
818,two hundred and eighty three,0
819,five hundred and forty one,0
820,nineteen,0
821,three hundred and forty six,0
822,seven hundred and fifty seven,0
823,five hundred and sixty three,0
824,two hundred and eighty one,0
825,five hundred and ninety six,0
826,eight hundred and eighty three,0
827,nine hundred and twenty nine,0
828,nine hundred and eighty six,0
829,nine hundred and fifty four,0
830,one hundred and twelve,0
831,four hundred and seventy nine,0
832,four hundred and four,0
833,twenty three,0
834,seven hundred and fifty one,0
835,seven hundred and one,0
836,eight hundred and sixty seven,0
837,eight hundred and fifty seven,0
838,five hundred and fourteen,0
839,five hundred and ninety one,0
840,one hundred and seventy five,0
841,four hundred and ninety one,0
842,five,0
843,eight hundred and forty five,0
844,nine hundred and sixty five,0
845,nine hundred,0
846,two hundred and three,0
847,nine hundred and fifty four,0
848,seven hundred and seventy seven,0
849,seventy two,0
850,five hundred and forty three,0
851,six hundred and fifty three,0
852,five hundred and two,0
853,five hundred and twenty eight,0
854,three hundred and ninety two,0
855,seventy six,0
856,four hundred and four,0
857,five hundred and forty two,0
858,six hundred and thirty three,0
859,eight hundred and eight,0
860,five hundred and one,0
861,one hundred and fifty,0
862,six hundred and seventy seven,0
863,five hundred and seven,0
864,five hundred and thirty four,0
865,three hundred and sixty,0
866,four hundred and ninety five,0
867,one hundred and fifty six,0
868,three hundred and forty one,0
869,four hundred and fifty two,0
870,three hundred and eleven,0
871,three hundred and fifty nine,0
872,five hundred and seventy,0
873,eight hundred and sixty,0
874,four hundred and twenty eight,0
875,nine hundred and forty,0
876,two hundred and eighty one,0
877,nine hundred and thirty five,0
878,five hundred and eighteen,0
879,four hundred and two,0
880,one hundred and fifty,0
881,one hundred and fifty two,0
882,one hundred and sixty three,0
883,two hundred and thirty five,0
884,sixty seven,0
885,five hundred and forty eight,0
886,one hundred and sixty,0
887,six hundred and sixty four,0
888,two hundred and ninety six,0
889,six hundred and fourteen,0
890,nine hundred and eighty three,0
891,three hundred and sixty one,0
892,ninety five,0
893,eight hundred and fifty one,0
894,sixty two,0
895,two hundred and twenty six,0
896,two hundred and fifty five,0
897,eight hundred and thirty five,0
898,four hundred and nine,0
899,one hundred and sixty five,0
900,two hundred and sixty eight,0
901,seven hundred and eighty two,0
902,one hundred and twelve,0
903,two hundred and seventy six,0
904,three hundred and eighty,0
905,nine hundred and thirty four,0
906,five hundred and nineteen,0
907,seven hundred and ninety three,0
908,twelve,0
909,eight hundred and fifty six,0
910,four hundred and eighty two,0
911,nine hundred and ninety seven,0
912,four hundred and fifteen,0
913,four hundred and forty eight,0
914,one hundred and ninety four,0
915,seven hundred and forty nine,0
916,eight hundred and nine,0
917,two hundred and eighty two,0
918,eight hundred and forty eight,0
919,eight hundred and seventy eight,0
920,six hundred and eighty three,0
921,two hundred and four,0
922,one hundred and ninety two,0
923,three hundred and thirty,0
924,six hundred and eighty three,0
925,two hundred and thirty,0
926,two hundred and fifty nine,0
927,one hundred and fifty eight,0
928,six hundred and seventy three,0
929,nine hundred and six,0
930,seven hundred and thirty seven,0
931,eight hundred and twenty one,0
932,eight hundred and fifty nine,0
933,seventy seven,0
934,seven hundred and thirty five,0
935,one hundred and twenty eight,0
936,four hundred and sixty two,0
937,three hundred and seventy nine,0
938,ninety,0
939,two hundred and seventy six,0
940,five hundred and ninety,0
941,eight hundred and twenty six,0
942,six hundred and seventy four,0
943,one hundred and four,0
944,one hundred and eighty seven,0
945,six hundred and thirty seven,0
946,nine hundred and twenty seven,0
947,nine hundred and seventy six,0
948,one hundred and eighty eight,0
949,six hundred and twenty,0
950,one hundred and seventy nine,0
951,one hundred and sixty three,0
952,seven hundred and eighty,0
953,one hundred and eighteen,0
954,eight hundred and thirty five,0
955,four hundred and thirty six,0
956,sixty nine,0
957,five hundred and thirty five,0
958,one hundred and seventy seven,0
959,three hundred and fifty seven,0
960,eighty,0
961,six hundred and ninety,0
962,two hundred and ninety two,0
963,eight hundred and forty one,0
964,three hundred and thirty four,0
965,four hundred and twenty eight,0
966,seven hundred and sixty three,0
967,five hundred and fifty five,0
968,nine hundred and seventy nine,0
969,nine hundred and nine,0
970,eight hundred and twenty three,0
971,five hundred and twenty,0
972,eight hundred and ninety five,0
973,three hundred and eighty five,0
974,two hundred and twelve,0
975,five hundred and twenty nine,0
976,fifty seven,0
977,seven hundred and sixty six,0
978,eight hundred,0
979,four hundred and forty six,0
980,four hundred and eighty six,0
981,five hundred and forty two,0
982,eight hundred and sixty four,0
983,one hundred and fifty three,0
984,nine hundred and twenty one,0
985,four hundred and eighty three,0
986,nine hundred and twenty five,0
987,six hundred and seventy five,0
988,four hundred and thirty five,0
989,six hundred and forty four,0
990,five hundred and seventy four,0
991,six hundred and thirty two,0
992,seven hundred and twenty nine,0
993,one hundred and sixty seven,0
994,seven hundred and ninety three,0
995,five hundred and forty eight,0
996,eight hundred and twenty eight,0
997,two hundred and twenty three,0
998,eight hundred and forty five,0
999,seventy seven,0
1000,six hundred and four,0
1001,four hundred and seventy five,0
1002,three hundred and eighty,0
1003,six hundred and fifteen,0
1004,three hundred and fourteen,0
1005,one hundred and twenty,0
1006,four hundred and thirty three,0
1007,eight hundred and twenty five,0
1008,two hundred and two,0
1009,nine hundred and fifty six,0
1010,eighty seven,0
1011,six hundred and twenty nine,0
1012,fifty five,0
1013,two hundred and thirty three,0
1014,three hundred and fourteen,0
1015,seven hundred and twenty three,0
1016,seven hundred and seventy five,0
1017,two hundred and nine,0
1018,four hundred and sixty eight,0
1019,fifty nine,0
1020,seven hundred and nineteen,0
1021,sixty three,0
1022,three hundred and sixty six,0
1023,two hundred and thirty four,0
1024,six hundred and two,0
1025,nine hundred and forty five,0
1026,six hundred and sixty four,0
1027,six hundred and forty nine,0
1028,six hundred and forty nine,0
1029,nine hundred and nine,0
1030,eight hundred and seventy one,0
