,nums,labels
117,trois mille cent soixante trois; neuf cent quatre vingt dix neuf,0
118,trois mille cinq cent vingt quatre; deux mille huit cent soixante sept,0
119,quatre mille quatre cent quatre vingt douze; trois cent soixante dix,0
120,quatre cent soixante huit; deux mille sept cent quarante trois,1
121,mille quatre cent trente six; deux mille deux cents,1
122,quatre mille neuf cent quarante; quatre mille sept cent quarante quatre,0
123,deux cent treize; deux cent quatre vingt dix neuf,1
124,deux mille deux cent quarante cinq; deux mille cinq cent soixante quatre,1
125,deux mille neuf cent cinquante deux; trois mille huit cent dix neuf,1
126,deux mille deux cent vingt six; huit cent trente huit,0
127,mille neuf cent quatre vingt dix sept; cinq cent quatre vingts,0
128,quatre mille neuf cent soixante trois; deux mille cinq cent quatre vingt onze,0
129,huit cent quatre vingt treize; quatre mille cent quarante deux,1
130,quatre mille neuf cent trente trois; trois mille cent soixante douze,0
131,deux mille six cent quinze; deux mille quatre cent cinquante deux,0
132,quatre mille cent quatre vingt quatorze; deux mille cinq cent quatre vingt sept,0
133,mille quatre vingt six; cent trente neuf,0
134,quatre mille quarante six; deux mille cinq cent quatre vingt trois,0
135,mille deux cent soixante quatre; mille deux cent soixante neuf,1
136,sept cent dix; deux mille cinq cent vingt six,1
137,trois mille cent trente huit; deux mille cent huit,0
138,six cent trente huit; mille huit cent quarante et un,1
139,trois mille quatre cent trente sept; cent quatre vingt sept,0
140,mille quatre cent quatre vingt dix neuf; quatre mille quatre vingt dix sept,1
141,quatre mille trois cent quarante deux; trois mille cent quatre vingt quinze,0
142,mille deux cent cinquante deux; mille quatre cent seize,1
143,trois mille six cent quarante; deux cent quatre vingt un,0
144,deux mille quatre cent quarante trois; mille dix,0
145,trois mille sept cent quatre vingt dix neuf; quatre mille six cent soixante treize,1
146,trois mille cinq cent quarante deux; mille quatre vingt trois,0
147,trois mille cinq cent quatre vingt quatre; deux mille trois cent cinquante cinq,0
148,mille quatre vingt treize; mille cent soixante deux,1
149,deux mille six cent cinquante six; deux mille trois cent vingt et un,0
150,quatre cent quarante et un; deux mille sept cent huit,1
151,mille deux cent soixante dix sept; deux mille quatre cent cinq,1
152,quatre mille trois cent quarante trois; trois mille huit cent vingt six,0
153,trente; quatre mille sept cent soixante six,1
154,quatre mille trois cent quatre vingt dix sept; mille quatre cent trente neuf,0
155,deux mille soixante quatorze; trois mille deux cent soixante et un,1
156,deux mille sept cent quarante deux; deux mille quatre vingt quatorze,0
157,deux mille six cent trente six; deux cent quatre vingt dix,0
158,mille six cent neuf; deux cent quarante,0
159,trois mille trois cent treize; six cent soixante huit,0
160,neuf cent trente quatre; deux mille huit,1
161,deux mille trente huit; quatre mille deux cent vingt deux,1
162,deux mille deux cent cinquante quatre; trois mille deux cent quarante sept,1
163,cent quatre; trois mille deux cent vingt et un,1
164,quatre mille quatre cent soixante quatre; trois mille neuf cent dix neuf,0
165,mille cinq cent huit; deux mille deux cent cinquante quatre,1
166,deux mille quatre cent vingt huit; mille deux cent trente six,0
167,mille deux cent cinquante; deux mille six cent trente trois,1
168,mille cinq cent treize; deux mille vingt huit,1
169,trois mille huit cent trente huit; quatre mille cent soixante quatorze,1
170,deux mille cent vingt et un; deux mille deux cent quarante deux,1
171,mille six cent cinquante huit; six cent trois,0
172,quatre mille quatre cent onze; mille cent quatre vingt dix,0
173,trois mille sept cent trente sept; mille cent quatre vingt dix huit,0
174,quatre mille quatre cent quatre vingt cinq; trois mille cent trente trois,0
175,mille sept cent quatre vingt quatre; cinq cent cinquante,0
176,quatre cent quatre vingt quinze; deux mille sept cent quatre vingt seize,1
177,deux mille onze; quatre mille cent soixante cinq,1
178,quatre mille six cent quinze; mille six cent soixante huit,0
179,mille sept cent quatre vingt six; deux mille sept cent soixante,1
180,cinq cent cinquante huit; mille deux cent soixante quatorze,1
181,quatre cent trente huit; quatre mille cent quarante et un,1
182,quatre mille cinq cent soixante treize; mille six cent cinquante neuf,0
183,quatre mille huit cent soixante six; deux mille deux cent quatre vingt treize,0
184,deux mille sept cent soixante dix sept; quatre mille trois cent cinquante,1
185,mille sept cent soixante et onze; trois mille cinq cent dix,1
186,deux mille neuf cent soixante douze; mille six cent quatre vingt six,0
187,six cent trente huit; mille cent quatre vingt un,1
188,trois mille trois cent quatre vingt cinq; trois mille trois,0
189,deux mille neuf cent cinquante six; mille cinq cent quarante quatre,0
190,quatre mille deux cent cinquante trois; six cent quarante,0
191,trois mille cent quatre vingts; mille trois cent dix neuf,0
192,trente huit; trois mille huit cent trente et un,1
193,mille cent cinquante cinq; trois mille huit cent dix neuf,1
194,huit cent quatre vingt quatorze; trois mille cent soixante quinze,1
195,neuf cent neuf; mille six cent cinq,1
196,cinq cent vingt huit; trois mille cent vingt cinq,1
197,mille trois cent soixante treize; deux mille quatre vingt quatorze,1
198,huit cent vingt neuf; deux mille deux cent deux,1
199,trois cent soixante quatorze; trois cent quarante six,0
200,quatre mille soixante dix neuf; trois mille quarante neuf,0
201,quatre mille deux cent soixante; sept cent soixante quatre,0
202,trois mille quatre cent soixante seize; quatre mille neuf cent douze,1
203,deux mille quatre cent trente sept; cinq cent quatre vingt treize,0
204,deux mille cinq cent soixante cinq; trois mille quatre cent trente sept,1
205,trois mille neuf cents; quatre mille neuf cent soixante quatre,1
206,mille quatre cent un; trois mille deux cent vingt huit,1
207,mille neuf cent quarante cinq; cent quarante deux,0
208,mille six cent vingt et un; mille trente quatre,0
209,trois mille quatre cent soixante seize; cent vingt trois,0
210,trois mille six cent quinze; trois mille quatre cent quatre vingt deux,0
211,trois mille neuf cent quatre vingt huit; mille trois cent quarante deux,0
212,deux mille cent quarante deux; cinq cent quinze,0
213,mille trois cent seize; deux mille quatre cent cinquante neuf,1
214,trois mille soixante cinq; mille deux cent quarante neuf,0
215,quatre mille six cent quatre vingt cinq; trois mille six cent quarante et un,0
216,trois mille neuf cent quatre vingt cinq; cent soixante dix,0
217,deux mille sept cent vingt six; trois mille neuf cent quarante,1
218,mille sept cent treize; deux cent quatre vingt deux,0
219,trois mille huit cent vingt sept; deux mille neuf cent soixante dix sept,0
220,quatre mille cent un; mille sept cent six,0
221,trois mille sept cent trente cinq; trois mille neuf cent vingt,1
222,quatre mille huit cent quarante huit; cent quatre vingt six,0
223,deux mille trois cent cinquante cinq; quatre mille cinq cent quatre vingt six,1
224,cinquante neuf; neuf cent quatre,1
225,trois mille sept cent dix; mille huit cent vingt deux,0
226,six cent cinquante quatre; trois cent cinquante sept,0
227,quatre mille neuf cent onze; quatre mille deux cent quatre vingt quatorze,0
228,quatre mille deux cent seize; trois mille deux cent trente quatre,0
229,quatre mille trois cent quatre vingt sept; trois mille quatre cent vingt six,0
230,quatre mille sept cent douze; mille vingt six,0
231,trois mille six cent sept; deux cent soixante deux,0
232,deux mille trois cent soixante quinze; deux mille cinq cent quatre vingts,1
233,trois mille deux cent soixante neuf; deux mille cent quarante sept,0
234,quatre mille cinq cent trente sept; trois mille neuf cent quatre vingt dix neuf,0
235,mille huit cent trente; trois mille sept cent dix huit,1
236,quatre mille trois cent quarante; mille six,0
237,trois mille cinq cent soixante douze; quatre cent treize,0
238,deux mille deux cent deux; quatre mille cinq cent quatre vingt treize,1
239,trois mille deux cent soixante huit; huit cent quatre vingt douze,0
240,six cent quatre vingt treize; quatre mille cent quarante deux,1
241,quatre mille vingt six; mille quatre cent seize,0
242,trois mille sept cent quatre vingt deux; quatre mille sept cent cinquante deux,1
243,neuf cent quarante deux; mille soixante deux,1
244,trois mille trois cent quatre; cent trente trois,0
245,mille huit cent vingt sept; mille sept cent trente six,0
246,mille six cent dix huit; quatre mille huit cent quatre vingt un,1
247,deux mille neuf cent soixante neuf; six cent cinquante quatre,0
248,quatre mille six cent quatre vingt treize; quatre mille cent seize,0
249,quatre mille six cent douze; huit cent quarante sept,0
250,mille trois cent quatre vingt trois; quatre mille cinq cent soixante deux,1
251,mille cinq cent deux; six cent trente et un,0
252,mille sept cent quatre vingt quatre; mille neuf cent cinq,1
253,trois mille quatre cent quatre vingt quatre; deux mille cinq cent treize,0
254,deux mille deux cent deux; mille trois cents,0
255,trois mille six cent trente sept; trois mille cinq cent vingt,0
256,trois cent trente sept; trois mille deux cent huit,1
257,trois mille six cent quatre vingts; deux cent trois,0
258,quatre mille deux cent quatre vingt neuf; mille huit cent quarante sept,0
259,deux cent quatre vingt un; trois mille huit cent vingt six,1
260,mille cinquante deux; mille trois cent dix sept,1
261,trois mille quatre cent trente neuf; trois mille cent dix neuf,0
262,quatre mille sept; deux mille trois cent soixante et onze,0
263,trois mille cent soixante quatre; cent cinquante et un,0
264,quatre mille six cent trente trois; mille six cents,0
265,trois mille quatre cent quatre vingt treize; quatre mille deux cent soixante sept,1
266,trois mille cent dix sept; trois mille six cent deux,1
267,cent trente sept; neuf cent quatre vingt cinq,1
268,trois mille quatre cent trente six; mille quatre cent quatre vingt dix neuf,0
269,deux mille six cent quatre vingt neuf; quatre mille deux cent trente huit,1
270,deux mille quatre cent soixante dix; quatre mille six cent vingt quatre,1
271,quatre mille neuf cent quatre vingts; mille sept cent quinze,0
272,deux mille trois cent cinquante six; trois mille deux cent cinq,1
273,quatre mille trente et un; quatre mille huit cent vingt deux,1
274,trois mille neuf cent quarante neuf; trois cent quatre vingt six,0
275,trois mille cent trente trois; deux mille cinq cent soixante treize,0
276,quatre mille cent quatre vingt dix huit; trois mille cent trente trois,0
277,mille huit cent soixante; deux mille huit cent cinquante trois,1
278,trois mille quatre cent trente sept; deux cent cinquante cinq,0
279,quatre mille deux cent cinquante neuf; sept cent soixante dix,0
280,trois mille huit cent quatre vingt dix huit; trois mille trois cent quinze,0
281,mille neuf cent cinquante; deux mille six cent soixante dix,1
282,deux cent quatorze; mille sept cent soixante seize,1
283,mille cent quatre vingt quatre; mille soixante quatorze,0
284,trois mille six cent trente sept; deux mille sept cent soixante quinze,0
285,mille huit cent quatre vingt quinze; mille deux cent quatre vingt deux,0
286,quatre mille sept cent quatre vingt dix sept; quatre mille neuf cent cinquante cinq,1
287,deux cent quatre vingt neuf; quatre mille cent quinze,1
288,soixante cinq; trois mille trois cent trente et un,1
289,quatre mille six cent dix; deux mille six cent quatorze,0
290,trois mille trois cent vingt neuf; trois mille cinq cent deux,1
291,huit cent neuf; trois mille huit cent quatre vingt seize,1
292,mille quatre vingt dix huit; mille soixante six,0
293,trois mille soixante trois; quatre cent soixante six,0
294,deux mille huit cent quarante et un; mille trois cent treize,0
295,trois mille trois cent quatre vingt quatorze; mille quatre cent cinquante huit,0
296,cent trente neuf; quatre mille six cent soixante et onze,1
297,mille deux cent quarante huit; deux mille huit cent soixante quatre,1
298,trois mille soixante dix huit; cent quarante quatre,0
299,mille huit cent sept; sept cent quinze,0
300,trois mille neuf cent trente et un; trois mille deux cent quarante trois,0
301,deux mille cinquante; deux cent cinquante neuf,0
302,sept cent un; trois mille trois cent quatre vingt dix,1
303,deux mille cent soixante quinze; trois mille soixante neuf,1
304,trois mille deux cent vingt; deux mille cinq cent quatorze,0
305,deux mille sept cent quarante neuf; huit cent quatre vingt six,0
306,mille huit cent soixante quatorze; deux mille cinq cent quarante,1
307,deux mille cinq cent soixante dix sept; quatre mille huit cent quatre vingt un,1
308,deux mille six cent quatre vingt huit; deux mille trois cent quatre vingt quatorze,0
309,cent quatre vingt neuf; six cent vingt neuf,1
310,trois mille quarante trois; trois mille six cent trois,1
311,deux mille huit cent quatre vingt sept; deux mille quatre cent soixante seize,0
312,cent cinquante quatre; quatre mille cent cinquante huit,1
313,trois mille trois cent quatre vingt huit; trois mille cent huit,0
314,trois mille sept cent soixante douze; deux mille neuf cent soixante quatre,0
315,trois mille sept cent quarante huit; huit cent quatre vingt dix huit,0
316,trois mille six cent quatre vingt seize; quatre mille huit cent trente et un,1
317,mille trois cent quarante six; deux mille six cent soixante quinze,1
318,quatre mille six cent quarante neuf; trois mille six cent cinquante deux,0
319,six cent soixante seize; mille huit cent dix neuf,1
320,quatre mille huit cent quatre vingt dix huit; quatre mille sept cent quatre vingt huit,0
321,cent quatre vingt seize; quatre mille deux cent trois,1
322,mille huit cent quinze; cinq cent soixante et onze,0
323,deux mille deux cent cinquante huit; mille cinq cent vingt et un,0
324,deux mille cinquante; six cent quatre vingt seize,0
325,mille huit cent quarante quatre; mille sept cent soixante quatre,0
326,mille deux cent vingt et un; deux mille cent cinquante huit,1
327,quatre mille cent cinquante six; seize,0
328,mille trois cent quatre vingt treize; quatre mille trois cent soixante trois,1
329,trois mille neuf cent quinze; quatre cent trente et un,0
330,quatre mille cinq cent sept; deux mille huit cent quarante cinq,0
331,deux mille sept cent trente trois; six cent quatre vingt huit,0
332,quatre mille cinq cent trente huit; mille neuf cent quatre vingt dix neuf,0
333,deux mille trois cent cinquante deux; deux mille cinq cent soixante cinq,1
334,deux mille huit cent quatre vingt dix neuf; six cent soixante quatorze,0
335,quatre mille deux cent onze; trois mille deux cent soixante trois,0
336,trois mille cinq cent quarante neuf; quatre mille quatre cent quatre vingt sept,1
337,quatre mille quatorze; deux mille quatre cent trois,0
338,mille six cent dix; deux mille cinq cent soixante,1
339,mille deux cent cinq; mille huit cent quarante trois,1
340,deux mille neuf cent onze; six cent cinquante deux,0
341,trois mille huit cent soixante deux; quatre mille six cent soixante cinq,1
342,neuf cent trois; mille cent vingt trois,1
343,quatre mille cent trente neuf; deux mille trois cent soixante treize,0
344,mille huit cent sept; six cent quarante deux,0
345,quatre mille huit cent quatre vingt six; mille trente cinq,0
346,quatre cent sept; mille cent soixante douze,1
347,trois mille deux cent quatre vingt douze; mille neuf cent quatre vingt six,0
348,mille cent soixante et onze; deux mille quatre cent vingt cinq,1
349,deux mille sept cent quatre vingt sept; deux cent quatre vingt deux,0
350,trois mille deux cent quarante neuf; quatre mille cinq cent vingt et un,1
351,quatre mille deux cent soixante cinq; six cent trente et un,0
352,cent vingt cinq; deux mille neuf cent cinquante six,1
353,quatre mille cent quatre vingt quatre; deux mille cinq cent seize,0
354,trois mille neuf cent soixante dix neuf; trois mille sept cent trente neuf,0
355,deux mille neuf cent vingt neuf; quatre mille quarante,1
356,trois mille trois cent vingt huit; trois mille neuf cent soixante treize,1
357,mille neuf cent trente neuf; quatre mille cinq cent quinze,1
358,trois mille huit cent quatre vingt cinq; quatre mille huit cent cinq,1
359,trois cent trente cinq; deux mille huit cent neuf,1
360,trois mille cent quinze; quarante et un,0
361,deux mille cent treize; quatre mille cinq cent cinquante deux,1
362,trois mille sept cent quatre vingt seize; cent quarante deux,0
363,quatre mille huit cent cinquante sept; mille six cent vingt six,0
364,trente quatre; quatre mille huit cent trente,1
365,huit cent cinquante trois; deux mille soixante dix huit,1
366,mille cent trente; trois mille trois cent quarante,1
367,trois mille cinq cent cinquante six; trois mille trente et un,0
368,trois mille sept cent quatre vingt treize; soixante sept,0
369,deux mille sept cent six; trois mille cent soixante,1
370,huit cent vingt et un; trois mille quatre cent cinquante six,1
371,quatre mille deux cent cinquante trois; mille deux cent quatre vingt dix sept,0
372,quarante et un; quatre mille cinq cent cinquante cinq,1
373,quatre mille deux cent trente sept; trois mille cent quatre,0
374,deux mille cent cinquante neuf; huit cent soixante seize,0
375,trois mille sept cent trente et un; trois mille cent onze,0
376,trois mille huit cent soixante et onze; trois mille cent onze,0
377,quatre mille sept cent cinquante trois; six cent dix,0
378,deux cent trente trois; quatre mille cinq cent dix neuf,1
379,quatre mille soixante seize; quatre vingt onze,0
380,trois mille cent cinquante huit; quatre mille neuf cent trente cinq,1
381,deux mille cinq cent soixante dix; deux mille vingt,0
382,trois mille huit cent quarante quatre; quatre mille sept cent vingt trois,1
383,huit cent quinze; deux mille quatre cent quatre vingt six,1
384,quatre mille quatre cent cinquante six; mille deux cent deux,0
385,quatre cent soixante deux; deux mille neuf cent cinquante cinq,1
386,quatre mille cent trente et un; cinq cent soixante quinze,0
387,deux mille neuf cent soixante deux; cinq cent sept,0
388,deux mille cinq cent quatre vingt quatre; deux mille huit cent quatre vingt quatorze,1
389,mille sept cent six; deux mille deux cent vingt huit,1
390,trois mille neuf cent sept; deux mille cinq cent quatre vingt trois,0
391,trois mille quatre vingt douze; trois cent vingt sept,0
392,quatre mille cinq cent quatre vingts; quarante trois,0
393,quatre mille deux cent vingt cinq; deux mille cinq cent quarante six,0
394,mille six cent quarante neuf; mille cinq cent trente six,0
395,deux mille neuf cent cinquante six; cinq cent dix huit,0
396,deux mille deux cent soixante quatre; quatre mille sept cent soixante quinze,1
397,trois mille quarante deux; mille neuf cent seize,0
398,quatre mille quatre vingt huit; soixante trois,0
399,mille quatre vingt quinze; quatre mille deux cent quatre vingt neuf,1
400,quatre mille huit cent quatre vingt quinze; trois cent soixante douze,0
401,mille quatre cent trente trois; mille cinq cent dix,1
402,trois mille huit cent trente cinq; quatre cent quatre vingt trois,0
403,sept cent quatre vingt douze; treize,0
404,quatre mille huit cent quatre vingt dix neuf; quatre mille trois cent soixante dix sept,0
405,trois mille quatre cent quatre vingt un; quatre cent dix,0
406,deux cent soixante deux; mille vingt huit,1
407,mille cinq cent quarante huit; six cent trente deux,0
408,cent cinquante; deux mille cinq cent vingt neuf,1
409,trois mille cent soixante et un; quatre mille huit cent soixante cinq,1
410,deux mille cent dix sept; cinquante neuf,0
411,deux mille six cent quatre vingt dix sept; mille sept cent quatre vingt dix,0
412,neuf cent trente huit; six cent un,0
413,mille cent quarante; mille six cent quatre vingt trois,1
414,deux mille cinq cent soixante trois; mille trois cent soixante quatre,0
415,mille neuf cent quatre vingt deux; quatre mille neuf cent deux,1
416,quatre mille cent trente huit; deux mille six cent trente deux,0
417,cinq cent trente trois; huit cent cinquante six,1
418,huit cent quatre vingt dix huit; quatre mille six cent quatorze,1
419,quatre mille cent quatre vingt onze; deux mille quatre vingt huit,0
420,quatre mille huit cent quarante quatre; mille trois cent six,0
421,deux mille cinq cent sept; trois mille neuf cent seize,1
422,trois mille trois cent quatre vingt neuf; trois mille neuf cent quarante cinq,1
423,trois mille huit cent cinquante trois; quatre cent quatre vingt deux,0
424,huit cent quarante et un; trois mille neuf cent quatre vingt cinq,1
425,huit cent quarante sept; neuf cent sept,1
426,deux mille cinq cent trente cinq; deux mille cinq cent soixante douze,1
427,mille huit cent soixante treize; deux mille quatre cent vingt et un,1
428,cent cinquante; deux mille cinq cent quarante deux,1
429,mille deux cent cinquante et un; mille soixante huit,0
430,neuf cent quarante deux; deux mille huit cent soixante et un,1
431,deux mille sept cent quatre vingt cinq; cinq cent vingt six,0
432,quatre mille cinq cent un; trois mille huit cent quatre vingt trois,0
433,mille cinq cent trente et un; deux mille cinq cent onze,1
434,mille deux cent sept; trois mille cinq cent trente trois,1
435,deux mille cinq cent vingt six; quatre mille deux cent vingt quatre,1
436,mille neuf cent quatre vingt six; trois mille cinq cent trente deux,1
437,cinq cent soixante trois; mille trois cent quatre vingt seize,1
438,trois mille huit cents; deux mille huit cent cinquante six,0
439,trois cent quatre vingt dix huit; quatre mille trois cent soixante treize,1
440,neuf cent soixante quatre; mille trois cent soixante dix huit,1
441,trois mille cinquante huit; trois mille deux cent quatre vingt onze,1
442,deux mille neuf cent quatre vingt treize; quatre mille sept cent quarante huit,1
443,trois mille quatre cent cinquante huit; mille neuf cent dix sept,0
444,trois mille huit cent quarante six; deux mille sept cent vingt quatre,0
445,trois mille cinq cent vingt neuf; quatre mille six cent quarante trois,1
446,trois mille quatre cent vingt trois; deux mille trois cent quarante neuf,0
447,deux mille cinq cent quinze; trois mille six cent quinze,1
448,quatre mille huit cent soixante neuf; quatre mille soixante cinq,0
449,deux mille sept cent cinquante huit; trois mille neuf cent soixante six,1
450,trois mille trois cent trente trois; mille deux cent soixante huit,0
451,quatre mille six cent quatre; quatre mille six cent vingt,1
452,trois cent quatre vingt un; trois mille cent vingt trois,1
453,trois mille neuf cent quarante sept; quatre mille sept cent trente,1
454,quatre mille sept cent quarante et un; mille cinq cent soixante quinze,0
455,mille six cent soixante neuf; trois mille sept cents,1
456,deux mille sept cent quarante huit; deux mille trois cent quarante quatre,0
457,trois cent cinquante; deux mille quatre cent soixante huit,1
458,deux mille huit cent quatre vingt huit; deux mille deux cent quarante neuf,0
459,quatre mille cinquante six; trois mille trois cent trente quatre,0
460,quatre mille six cent quatre vingt six; quatre mille vingt neuf,0
461,trois mille quarante sept; deux mille six cents,0
462,deux mille sept cent soixante dix huit; deux mille quatre cent quatre vingt onze,0
463,mille deux cent trente six; deux mille six cent soixante douze,1
464,quatre mille deux cent quatre vingt deux; trois mille cent soixante six,0
465,vingt six; quatre mille un,1
466,quatre mille trois cent vingt huit; neuf cent trente deux,0
467,trois mille soixante trois; trois mille quatre vingt quatorze,1
468,trois mille six cent quatre vingt un; mille deux cent soixante dix neuf,0
469,quatre mille sept cent soixante dix sept; quatre vingt dix neuf,0
470,trois mille quatre vingt quinze; deux mille six cent trente neuf,0
471,deux cent quatre vingt cinq; trois mille six cent dix sept,1
